REG_NO,ACC_NO,PROGRAM,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP
J24B30/006,A15687,MA Journalism and Strategic Communication,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J24B30/009,A15738,MA Journalism and Strategic Communication,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
J25B30/002,A15657,MA Journalism and Strategic Communication,Butambala Secondary School,Butambala,Tier 2,Public/Mixed
J25B30/005,A15680,MA Journalism and Strategic Communication,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
J25B30/007,A15683,MA Journalism and Strategic Communication,Arua Public Secondary School,Arua,Tier 2,Public/Mixed
J25B30/009,A15700,MA Journalism and Strategic Communication,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
J25B30/012,A15725,MA Journalism and Strategic Communication,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J25B30/014,A15732,MA Journalism and Strategic Communication,King's College Budo,Kampala,Tier 1,Private/Faith-based
KJ23B30/002,A15685,MA Journalism and Strategic Communication,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
KJ24B30/008,A15708,MA Journalism and Strategic Communication,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
KJ25B30/011,A15714,MA Journalism and Strategic Communication,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
KS23B30/005,A15682,MA Journalism and Strategic Communication,Kotido Secondary School,Kotido,Tier 2,Public/Mixed
KS23B30/009,A15729,MA Journalism and Strategic Communication,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
KS24B30/009,A15701,MA Journalism and Strategic Communication,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
KS25B30/009,A15723,MA Journalism and Strategic Communication,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
M23B30/002,A15668,MA Journalism and Strategic Communication,Soroti Secondary School,Soroti,Tier 2,Public/Mixed
M23B30/004,A15688,MA Journalism and Strategic Communication,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
M23B30/006,A15696,MA Journalism and Strategic Communication,Rakai Secondary School,Rakai,Tier 2,Public/Mixed
M23B30/008,A15707,MA Journalism and Strategic Communication,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M23B30/010,A15722,MA Journalism and Strategic Communication,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
M24B30/001,A15660,MA Journalism and Strategic Communication,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M24B30/003,A15677,MA Journalism and Strategic Communication,King's College Budo,Kampala,Tier 1,Private/Faith-based
M24B30/005,A15717,MA Journalism and Strategic Communication,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M24B30/007,A15733,MA Journalism and Strategic Communication,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M25B30/001,A15669,MA Journalism and Strategic Communication,Namasagali College,Kamuli,Tier 1,Private/Faith-based
M25B30/003,A15678,MA Journalism and Strategic Communication,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
M25B30/006,A15694,MA Journalism and Strategic Communication,Gulu High School,Gulu,Tier 2,Private/Faith-based
M25B30/008,A15715,MA Journalism and Strategic Communication,Mityana Secondary School,Mityana,Tier 2,Public/Mixed
S23B30/001,A15654,MA Journalism and Strategic Communication,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S23B30/003,A15665,MA Journalism and Strategic Communication,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
S23B30/006,A15690,MA Journalism and Strategic Communication,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
S24B30/002,A15653,MA Journalism and Strategic Communication,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
S24B30/004,A15662,MA Journalism and Strategic Communication,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
S24B30/006,A15686,MA Journalism and Strategic Communication,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S24B30/008,A15699,MA Journalism and Strategic Communication,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed
S24B30/011,A15734,MA Journalism and Strategic Communication,Busoga High School,Iganga,Tier 2,Private/Faith-based
S24B30/013,A15740,MA Journalism and Strategic Communication,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S25B30/002,A15651,MA Journalism and Strategic Communication,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S25B30/005,A15695,MA Journalism and Strategic Communication,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S25B30/007,A15705,MA Journalism and Strategic Communication,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S25B30/010,A15727,MA Journalism and Strategic Communication,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J24M31/001,A15746,Master of Arts in Strategic Communication,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
J24M31/004,A15759,Master of Arts in Strategic Communication,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed
J24M31/007,A15771,Master of Arts in Strategic Communication,King's College Budo,Kampala,Tier 1,Private/Faith-based
J24M31/009,A15777,Master of Arts in Strategic Communication,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
KJ24M31/003,A15758,Master of Arts in Strategic Communication,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
KJ25M31/002,A15763,Master of Arts in Strategic Communication,Makerere College School,Kampala,Tier 2,Private/Faith-based
KS24M31/005,A15756,Master of Arts in Strategic Communication,Rakai Secondary School,Rakai,Tier 2,Public/Mixed
KS25M31/005,A15762,Master of Arts in Strategic Communication,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
M24M31/003,A15755,Master of Arts in Strategic Communication,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed
M25M31/001,A15749,Master of Arts in Strategic Communication,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
M25M31/003,A15775,Master of Arts in Strategic Communication,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
S24M31/002,A15750,Master of Arts in Strategic Communication,Nabumali High School,Mbale,Tier 1,Private/Faith-based
S24M31/004,A15754,Master of Arts in Strategic Communication,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
S24M31/008,A15767,Master of Arts in Strategic Communication,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
S25M31/002,A15752,Master of Arts in Strategic Communication,Hoima Secondary School,Hoima,Tier 2,Public/Mixed
S25M31/004,A15761,Master of Arts in Strategic Communication,Hoima Secondary School,Hoima,Tier 2,Public/Mixed
S25M31/007,A15769,Master of Arts in Strategic Communication,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
S25M31/009,A15774,Master of Arts in Strategic Communication,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based
S25M31/011,A15778,Master of Arts in Strategic Communication,Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed
J24P32/001,A15784,"PhD in Journalism, Media and Communication",Jinja Secondary School,Jinja,Tier 2,Public/Mixed
J24P32/003,A15798,"PhD in Journalism, Media and Communication",Kotido Secondary School,Kotido,Tier 2,Public/Mixed
J25P32/002,A15785,"PhD in Journalism, Media and Communication",St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J25P32/004,A15793,"PhD in Journalism, Media and Communication",Hoima Secondary School,Hoima,Tier 2,Public/Mixed
KM25P32/001,A15781,"PhD in Journalism, Media and Communication",Busoga High School,Iganga,Tier 2,Private/Faith-based
KS24P32/001,A15786,"PhD in Journalism, Media and Communication",Nabumali High School,Mbale,Tier 1,Private/Faith-based
M24P32/001,A15780,"PhD in Journalism, Media and Communication",St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
M24P32/003,A15790,"PhD in Journalism, Media and Communication",Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
S24P32/002,A15792,"PhD in Journalism, Media and Communication",Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S24P32/004,A15799,"PhD in Journalism, Media and Communication",Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
S25P32/002,A15795,"PhD in Journalism, Media and Communication",Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed
J22B91/005,A15843,Bachelor of Laws (LLB),St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based
J22B91/007,A15865,Bachelor of Laws (LLB),St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
J22B91/009,A15894,Bachelor of Laws (LLB),St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
J22B91/012,A15924,Bachelor of Laws (LLB),St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
J22B91/014,A15928,Bachelor of Laws (LLB),St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
J22B91/016,A15973,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J22B91/019,A16015,Bachelor of Laws (LLB),St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
J22B91/022,A16040,Bachelor of Laws (LLB),St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
J22B91/027,A16083,Bachelor of Laws (LLB),St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
J22B91/029,A16093,Bachelor of Laws (LLB),Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
J22B91/032,A16108,Bachelor of Laws (LLB),Nabumali High School,Mbale,Tier 1,Private/Faith-based
J22B91/035,A16133,Bachelor of Laws (LLB),Hoima Secondary School,Hoima,Tier 2,Public/Mixed
J22B91/037,A16149,Bachelor of Laws (LLB),Seeta High School,Kampala,Tier 2,Private/Faith-based
J22B91/040,A16175,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J22B91/044,A16205,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J22B91/047,A16214,Bachelor of Laws (LLB),St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based
J22B91/049,A16243,Bachelor of Laws (LLB),Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
J22B91/051,A16262,Bachelor of Laws (LLB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J22B91/055,A16305,Bachelor of Laws (LLB),Soroti Secondary School,Soroti,Tier 2,Public/Mixed
J22B91/057,A16316,Bachelor of Laws (LLB),Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
J22B91/059,A16328,Bachelor of Laws (LLB),Kotido Secondary School,Kotido,Tier 2,Public/Mixed
J22B91/061,A16348,Bachelor of Laws (LLB),Gayaza High School,Kampala,Tier 1,Private/Faith-based
J22B91/063,A16375,Bachelor of Laws (LLB),St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
J22B91/065,A16381,Bachelor of Laws (LLB),Masaka Secondary School,Masaka,Tier 2,Public/Mixed
J22B91/067,A16398,Bachelor of Laws (LLB),Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
J22B91/069,A16429,Bachelor of Laws (LLB),St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based
J22B91/073,A16467,Bachelor of Laws (LLB),St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
J22B91/076,A16490,Bachelor of Laws (LLB),St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
J22B91/079,A16533,Bachelor of Laws (LLB),Kibale Secondary School,Kibale,Tier 2,Public/Mixed
J22B91/081,A16536,Bachelor of Laws (LLB),Iganga Secondary School,Iganga,Tier 2,Public/Mixed
J23B91/002,A15847,Bachelor of Laws (LLB),Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
J23B91/004,A15853,Bachelor of Laws (LLB),Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
J23B91/006,A15864,Bachelor of Laws (LLB),Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
J23B91/008,A15874,Bachelor of Laws (LLB),Gulu High School,Gulu,Tier 2,Private/Faith-based
J23B91/013,A15972,Bachelor of Laws (LLB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J23B91/015,A16000,Bachelor of Laws (LLB),Kotido Secondary School,Kotido,Tier 2,Public/Mixed
J23B91/017,A16062,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J23B91/020,A16100,Bachelor of Laws (LLB),Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
J23B91/022,A16121,Bachelor of Laws (LLB),Mbale Secondary School,Mbale,Tier 2,Public/Mixed
J23B91/026,A16167,Bachelor of Laws (LLB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J23B91/028,A16169,Bachelor of Laws (LLB),Muni Girls School,Arua,Tier 2,Private/Faith-based
J23B91/030,A16180,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J23B91/032,A16188,Bachelor of Laws (LLB),St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
J23B91/034,A16207,Bachelor of Laws (LLB),Seeta High School,Kampala,Tier 2,Private/Faith-based
J23B91/036,A16292,Bachelor of Laws (LLB),St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
J23B91/038,A16311,Bachelor of Laws (LLB),Mityana Secondary School,Mityana,Tier 2,Public/Mixed
J23B91/040,A16367,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J23B91/042,A16370,Bachelor of Laws (LLB),Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed
J23B91/045,A16412,Bachelor of Laws (LLB),Nabumali High School,Mbale,Tier 1,Private/Faith-based
J23B91/047,A16446,Bachelor of Laws (LLB),St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
J23B91/049,A16499,Bachelor of Laws (LLB),Soroti Secondary School,Soroti,Tier 2,Public/Mixed
J23B91/051,A16573,Bachelor of Laws (LLB),St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
J24B91/005,A15828,Bachelor of Laws (LLB),St. Charles Lwanga Secondary School,Kasese,Tier 2,Private/Faith-based
J24B91/008,A15867,Bachelor of Laws (LLB),St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
J24B91/014,A15918,Bachelor of Laws (LLB),Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
J24B91/016,A15948,Bachelor of Laws (LLB),Masaka Secondary School,Masaka,Tier 2,Public/Mixed
J24B91/018,A16010,Bachelor of Laws (LLB),Arua Public Secondary School,Arua,Tier 2,Public/Mixed
J24B91/022,A16058,Bachelor of Laws (LLB),Moroto High School,Moroto,Tier 2,Private/Faith-based
J24B91/024,A16073,Bachelor of Laws (LLB),Gulu High School,Gulu,Tier 2,Private/Faith-based
J24B91/028,A16109,Bachelor of Laws (LLB),Ngora High School,Soroti,Tier 2,Private/Faith-based
J24B91/031,A16141,Bachelor of Laws (LLB),Lira Town College,Lira,Tier 2,Private/Faith-based
J24B91/033,A16203,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J24B91/036,A16226,Bachelor of Laws (LLB),Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
J24B91/038,A16301,Bachelor of Laws (LLB),St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J24B91/040,A16326,Bachelor of Laws (LLB),Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed
J24B91/042,A16366,Bachelor of Laws (LLB),St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
J24B91/044,A16372,Bachelor of Laws (LLB),Mbarara High School,Mbarara,Tier 1,Private/Faith-based
J24B91/046,A16441,Bachelor of Laws (LLB),Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed
J24B91/048,A16463,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J24B91/052,A16510,Bachelor of Laws (LLB),Tororo Girls School,Tororo,Tier 2,Private/Faith-based
J25B91/001,A15816,Bachelor of Laws (LLB),Moroto High School,Moroto,Tier 2,Private/Faith-based
J25B91/003,A15848,Bachelor of Laws (LLB),Jinja Secondary School,Jinja,Tier 2,Public/Mixed
J25B91/005,A15882,Bachelor of Laws (LLB),Hoima Secondary School,Hoima,Tier 2,Public/Mixed
J25B91/007,A15922,Bachelor of Laws (LLB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J25B91/011,A15950,Bachelor of Laws (LLB),Mityana Secondary School,Mityana,Tier 2,Public/Mixed
J25B91/013,A15975,Bachelor of Laws (LLB),King's College Budo,Kampala,Tier 1,Private/Faith-based
J25B91/017,A15995,Bachelor of Laws (LLB),St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
J25B91/019,A16003,Bachelor of Laws (LLB),Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed
J25B91/021,A16061,Bachelor of Laws (LLB),St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J25B91/023,A16068,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J25B91/025,A16148,Bachelor of Laws (LLB),Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
J25B91/027,A16157,Bachelor of Laws (LLB),Jinja Secondary School,Jinja,Tier 2,Public/Mixed
J25B91/029,A16174,Bachelor of Laws (LLB),Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
J25B91/031,A16195,Bachelor of Laws (LLB),Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
J25B91/034,A16230,Bachelor of Laws (LLB),Jinja Secondary School,Jinja,Tier 2,Public/Mixed
J25B91/037,A16256,Bachelor of Laws (LLB),Ngora High School,Soroti,Tier 2,Private/Faith-based
J25B91/040,A16268,Bachelor of Laws (LLB),Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
J25B91/042,A16276,Bachelor of Laws (LLB),Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
J25B91/044,A16315,Bachelor of Laws (LLB),Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
J25B91/046,A16345,Bachelor of Laws (LLB),Ntare School,Kampala,Tier 1,Public/Mixed
J25B91/048,A16353,Bachelor of Laws (LLB),Gulu High School,Gulu,Tier 2,Private/Faith-based
J25B91/052,A16404,Bachelor of Laws (LLB),Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
J25B91/055,A16424,Bachelor of Laws (LLB),Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed
J25B91/057,A16434,Bachelor of Laws (LLB),Lira Town College,Lira,Tier 2,Private/Faith-based
J25B91/059,A16453,Bachelor of Laws (LLB),Butambala Secondary School,Butambala,Tier 2,Public/Mixed
J25B91/063,A16512,Bachelor of Laws (LLB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J25B91/065,A16535,Bachelor of Laws (LLB),Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed
J25B91/067,A16566,Bachelor of Laws (LLB),Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
KJ22B91/003,A15810,Bachelor of Laws (LLB),Arua Public Secondary School,Arua,Tier 2,Public/Mixed
KJ22B91/018,A16004,Bachelor of Laws (LLB),Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed
KJ22B91/024,A16056,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KJ22B91/026,A16078,Bachelor of Laws (LLB),Butambala Secondary School,Butambala,Tier 2,Public/Mixed
KJ22B91/034,A16123,Bachelor of Laws (LLB),Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed
KJ22B91/041,A16193,Bachelor of Laws (LLB),Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
KJ22B91/046,A16211,Bachelor of Laws (LLB),Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
KJ22B91/054,A16295,Bachelor of Laws (LLB),Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
KJ22B91/072,A16460,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KJ22B91/078,A16517,Bachelor of Laws (LLB),Soroti Secondary School,Soroti,Tier 2,Public/Mixed
KJ23B91/009,A15939,Bachelor of Laws (LLB),Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
KJ23B91/012,A15968,Bachelor of Laws (LLB),Soroti Secondary School,Soroti,Tier 2,Public/Mixed
KJ23B91/023,A16127,Bachelor of Laws (LLB),Kibale Secondary School,Kibale,Tier 2,Public/Mixed
KJ23B91/043,A16399,Bachelor of Laws (LLB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
KJ24B91/003,A15823,Bachelor of Laws (LLB),Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed
KJ24B91/006,A15849,Bachelor of Laws (LLB),Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
KJ24B91/011,A15886,Bachelor of Laws (LLB),Ngora High School,Soroti,Tier 2,Private/Faith-based
KJ24B91/013,A15911,Bachelor of Laws (LLB),Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
KJ24B91/020,A16028,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KJ24B91/027,A16104,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KJ24B91/035,A16213,Bachelor of Laws (LLB),Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
KJ24B91/051,A16508,Bachelor of Laws (LLB),St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
KJ25B91/009,A15944,Bachelor of Laws (LLB),Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed
KJ25B91/014,A15976,Bachelor of Laws (LLB),Jinja Secondary School,Jinja,Tier 2,Public/Mixed
KJ25B91/032,A16202,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KJ25B91/039,A16263,Bachelor of Laws (LLB),St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
KJ25B91/051,A16389,Bachelor of Laws (LLB),Masaka Secondary School,Masaka,Tier 2,Public/Mixed
KJ25B91/060,A16457,Bachelor of Laws (LLB),Mubende Secondary School,Mubende,Tier 2,Public/Mixed
KM22B91/003,A15876,Bachelor of Laws (LLB),Seeta High School,Kampala,Tier 2,Private/Faith-based
KM22B91/009,A15951,Bachelor of Laws (LLB),Nabumali High School,Mbale,Tier 1,Private/Faith-based
KM22B91/012,A15991,Bachelor of Laws (LLB),Muni Girls School,Arua,Tier 2,Private/Faith-based
KM22B91/015,A16014,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KM22B91/028,A16210,Bachelor of Laws (LLB),St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
KM22B91/033,A16258,Bachelor of Laws (LLB),Nabumali High School,Mbale,Tier 1,Private/Faith-based
KM22B91/036,A16269,Bachelor of Laws (LLB),Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
KM22B91/046,A16354,Bachelor of Laws (LLB),Moroto High School,Moroto,Tier 2,Private/Faith-based
KM22B91/058,A16513,Bachelor of Laws (LLB),Mityana Secondary School,Mityana,Tier 2,Public/Mixed
KM22B91/060,A16521,Bachelor of Laws (LLB),St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
KM23B91/012,A15900,Bachelor of Laws (LLB),Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
KM23B91/015,A15925,Bachelor of Laws (LLB),Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed
KM23B91/035,A16194,Bachelor of Laws (LLB),Makerere College School,Kampala,Tier 2,Private/Faith-based
KM23B91/044,A16303,Bachelor of Laws (LLB),Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed
KM23B91/051,A16379,Bachelor of Laws (LLB),Seeta High School,Kampala,Tier 2,Private/Faith-based
KM23B91/057,A16489,Bachelor of Laws (LLB),Gomba Secondary School,Gomba,Tier 2,Public/Mixed
KM23B91/060,A16523,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KM24B91/004,A15824,Bachelor of Laws (LLB),Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
KM24B91/008,A15899,Bachelor of Laws (LLB),Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
KM24B91/026,A16050,Bachelor of Laws (LLB),Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
KM24B91/048,A16416,Bachelor of Laws (LLB),Hoima Secondary School,Hoima,Tier 2,Public/Mixed
KM25B91/012,A15920,Bachelor of Laws (LLB),Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
KM25B91/024,A16112,Bachelor of Laws (LLB),Iganga Secondary School,Iganga,Tier 2,Public/Mixed
KM25B91/037,A16249,Bachelor of Laws (LLB),Kumi Secondary School,Kumi,Tier 2,Public/Mixed
KM25B91/041,A16293,Bachelor of Laws (LLB),Kumi Secondary School,Kumi,Tier 2,Public/Mixed
KM25B91/054,A16452,Bachelor of Laws (LLB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
KM25B91/063,A16514,Bachelor of Laws (LLB),Ntare School,Kampala,Tier 1,Public/Mixed
KS22B91/009,A15915,Bachelor of Laws (LLB),Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
KS22B91/031,A16264,Bachelor of Laws (LLB),St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
KS22B91/035,A16337,Bachelor of Laws (LLB),Rakai Secondary School,Rakai,Tier 2,Public/Mixed
KS22B91/038,A16374,Bachelor of Laws (LLB),Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
KS22B91/058,A16556,Bachelor of Laws (LLB),St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based
KS23B91/022,A16018,Bachelor of Laws (LLB),Gulu High School,Gulu,Tier 2,Private/Faith-based
KS23B91/028,A16053,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KS23B91/038,A16099,Bachelor of Laws (LLB),Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
KS23B91/045,A16176,Bachelor of Laws (LLB),St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
KS23B91/061,A16392,Bachelor of Laws (LLB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
KS23B91/065,A16427,Bachelor of Laws (LLB),Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
KS24B91/015,A15994,Bachelor of Laws (LLB),Mbarara High School,Mbarara,Tier 1,Private/Faith-based
KS24B91/017,A16026,Bachelor of Laws (LLB),St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
KS24B91/021,A16069,Bachelor of Laws (LLB),Nebbi Secondary School,Nebbi,Tier 2,Public/Mixed
KS24B91/033,A16239,Bachelor of Laws (LLB),Masaka Secondary School,Masaka,Tier 2,Public/Mixed
KS24B91/035,A16247,Bachelor of Laws (LLB),St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
KS24B91/040,A16330,Bachelor of Laws (LLB),Masaka Secondary School,Masaka,Tier 2,Public/Mixed
KS24B91/054,A16505,Bachelor of Laws (LLB),Jinja Secondary School,Jinja,Tier 2,Public/Mixed
KS25B91/008,A15881,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KS25B91/015,A15965,Bachelor of Laws (LLB),Namasagali College,Kamuli,Tier 1,Private/Faith-based
KS25B91/032,A16183,Bachelor of Laws (LLB),Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed
