REG_NO,ACC_NO,PROGRAM,ACADEMIC_YEAR,SEMESTER,SEMESTER_INDEX,COURSES_REGISTERED,TOTAL_CREDITS,QUALITY_POINTS,PASSED_COURSES,FAILED_COURSES,FCW_COUNT,FEX_COUNT,MEX_COUNT,SEMESTER_GPA
KM25P32/001,A15781,"PhD in Journalism, Media and Communication",2025/2026,SEM1,1,7,21,63.5,6,1,0,0,1,3.02
KM25P32/001,A15781,"PhD in Journalism, Media and Communication",2025/2026,SEM2,2,6,18,58.0,6,0,0,0,0,3.22
KM25P38/002,A10783,PhD in Agricultural Systems and Value Chain Management,2025/2026,SEM1,1,7,21,64.5,5,2,1,1,0,3.07
KM25P38/002,A10783,PhD in Agricultural Systems and Value Chain Management,2025/2026,SEM2,2,6,18,55.5,5,1,0,1,0,3.08
KM25P58/006,A19898,PGD Development Monitoring and Evaluation,2025/2026,SEM1,1,6,18,47.5,3,3,1,0,2,2.64
KM25P58/006,A19898,PGD Development Monitoring and Evaluation,2025/2026,SEM2,2,7,22,90.0,6,1,1,0,0,4.09
KM25P78/001,A13810,PGD Human Resource Management,2025/2026,SEM1,1,6,18,42.0,3,3,1,2,0,2.33
KM25P78/001,A13810,PGD Human Resource Management,2025/2026,SEM2,2,7,22,51.0,4,3,0,3,0,2.32
KM25P81/002,A14158,PGD Sustainable Business and Renewable Energy,2025/2026,SEM1,1,7,21,73.5,6,1,0,1,0,3.5
KM25P81/002,A14158,PGD Sustainable Business and Renewable Energy,2025/2026,SEM2,2,6,18,71.5,6,0,0,0,0,3.97
KS22B44/001,A10921,Bachelor of Science in Data Science and Analytics,2022/2023,SEM1,1,6,18,58.5,5,1,1,0,0,3.25
KS22B44/001,A10921,Bachelor of Science in Data Science and Analytics,2023/2024,SEM1,3,6,19,72.0,6,0,0,0,0,3.79
KS22B44/001,A10921,Bachelor of Science in Data Science and Analytics,2023/2024,SEM2,2,7,22,60.0,6,1,0,1,0,2.73
KS22B44/001,A10921,Bachelor of Science in Data Science and Analytics,2024/2025,SEM1,5,6,18,53.5,4,2,2,0,0,2.97
KS22B44/001,A10921,Bachelor of Science in Data Science and Analytics,2024/2025,SEM2,4,7,20,44.0,4,3,0,2,1,2.2
KS22B44/001,A10921,Bachelor of Science in Data Science and Analytics,2025/2026,SEM1,7,6,18,56.5,5,1,0,1,0,3.14
KS22B44/001,A10921,Bachelor of Science in Data Science and Analytics,2025/2026,SEM2,6,7,21,63.0,7,0,0,0,0,3.0
KS22B45/009,A10859,Bachelor of Science in Computer Science,2022/2023,SEM1,1,6,18,81.0,6,0,0,0,0,4.5
KS22B45/009,A10859,Bachelor of Science in Computer Science,2023/2024,SEM1,3,6,19,68.0,6,0,0,0,0,3.58
KS22B45/009,A10859,Bachelor of Science in Computer Science,2023/2024,SEM2,2,7,22,83.5,6,1,1,0,0,3.8
KS22B45/009,A10859,Bachelor of Science in Computer Science,2024/2025,SEM1,5,6,18,54.5,4,2,1,1,0,3.03
KS22B45/009,A10859,Bachelor of Science in Computer Science,2024/2025,SEM2,4,7,20,67.5,6,1,0,1,0,3.38
KS22B45/009,A10859,Bachelor of Science in Computer Science,2025/2026,SEM1,7,6,18,69.0,6,0,0,0,0,3.83
KS22B45/009,A10859,Bachelor of Science in Computer Science,2025/2026,SEM2,6,7,21,77.5,7,0,0,0,0,3.69
KS22B50/005,A11771,Bachelor of Art in Graphic Design and Animation,2022/2023,SEM1,1,7,21,41.5,4,3,0,3,0,1.98
KS22B50/005,A11771,Bachelor of Art in Graphic Design and Animation,2023/2024,SEM1,3,7,21,68.0,7,0,0,0,0,3.24
KS22B50/005,A11771,Bachelor of Art in Graphic Design and Animation,2023/2024,SEM2,2,6,18,58.0,6,0,0,0,0,3.22
KS22B50/005,A11771,Bachelor of Art in Graphic Design and Animation,2024/2025,SEM1,5,7,21,57.0,5,2,1,1,0,2.71
KS22B50/005,A11771,Bachelor of Art in Graphic Design and Animation,2024/2025,SEM2,4,6,17,55.5,5,1,0,1,0,3.26
KS22B50/005,A11771,Bachelor of Art in Graphic Design and Animation,2025/2026,SEM1,7,7,22,71.5,6,1,1,0,0,3.25
KS22B50/005,A11771,Bachelor of Art in Graphic Design and Animation,2025/2026,SEM2,6,6,18,40.5,3,3,0,3,0,2.25
KS22B55/004,A11365,Bachelor of Electronics and Communication Science,2022/2023,SEM1,1,6,18,69.0,5,1,1,0,0,3.83
KS22B55/004,A11365,Bachelor of Electronics and Communication Science,2023/2024,SEM1,3,6,19,74.5,5,1,0,0,1,3.92
KS22B55/004,A11365,Bachelor of Electronics and Communication Science,2023/2024,SEM2,2,7,22,81.0,5,2,2,0,0,3.68
KS22B55/004,A11365,Bachelor of Electronics and Communication Science,2024/2025,SEM1,5,6,18,71.0,5,1,1,0,0,3.94
KS22B55/004,A11365,Bachelor of Electronics and Communication Science,2024/2025,SEM2,4,7,20,84.5,6,1,1,0,0,4.22
KS22B55/004,A11365,Bachelor of Electronics and Communication Science,2025/2026,SEM1,7,6,18,84.5,6,0,0,0,0,4.69
KS22B55/004,A11365,Bachelor of Electronics and Communication Science,2025/2026,SEM2,6,7,21,90.5,6,1,0,1,0,4.31
KS22B72/011,A14564,Bachelor of Dental Surgery,2022/2023,SEM1,1,7,21,42.0,5,2,1,1,0,2.0
KS22B72/011,A14564,Bachelor of Dental Surgery,2023/2024,SEM1,3,7,21,51.0,6,1,0,1,0,2.43
KS22B72/011,A14564,Bachelor of Dental Surgery,2023/2024,SEM2,2,6,18,52.0,5,1,1,0,0,2.89
KS22B72/011,A14564,Bachelor of Dental Surgery,2024/2025,SEM1,5,7,21,56.5,5,2,0,2,0,2.69
KS22B72/011,A14564,Bachelor of Dental Surgery,2024/2025,SEM2,4,6,17,57.5,5,1,0,1,0,3.38
KS22B72/011,A14564,Bachelor of Dental Surgery,2025/2026,SEM1,7,7,22,64.5,6,1,1,0,0,2.93
KS22B72/011,A14564,Bachelor of Dental Surgery,2025/2026,SEM2,6,6,18,52.0,6,0,0,0,0,2.89
KS22B73/009,A17891,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM3,1,6,18,72.5,6,0,0,0,0,4.03
KS22B73/009,A17891,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,2,7,22,74.5,7,0,0,0,0,3.39
KS22B73/009,A17891,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,3,6,19,67.5,5,1,0,1,0,3.55
KS22B73/009,A17891,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,4,7,20,63.0,5,2,0,1,1,3.15
KS22B73/009,A17891,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,5,6,18,73.5,6,0,0,0,0,4.08
KS22B73/009,A17891,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,6,7,21,51.5,5,2,0,2,0,2.45
KS22B73/009,A17891,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,7,6,18,75.5,6,0,0,0,0,4.19
KS22B73/009,A17891,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,8,7,21,75.5,7,0,0,0,0,3.6
KS22B73/009,A17891,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,9,6,17,72.5,6,0,0,0,0,4.26
KS22B73/009,A17891,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,10,7,21,63.5,6,1,0,1,0,3.02
KS22B73/022,A18051,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM3,1,6,18,57.0,5,1,0,1,0,3.17
KS22B73/022,A18051,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,2,7,22,78.0,6,1,0,0,1,3.55
KS22B73/022,A18051,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,3,6,19,63.5,4,2,2,0,0,3.34
KS22B73/022,A18051,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,4,7,20,60.5,5,2,0,1,1,3.02
KS22B73/022,A18051,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,5,6,18,58.0,5,1,1,0,0,3.22
KS22B73/022,A18051,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,6,7,21,74.5,7,0,0,0,0,3.55
KS22B73/022,A18051,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,7,6,18,64.5,6,0,0,0,0,3.58
KS22B73/022,A18051,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,8,7,21,50.0,4,3,0,3,0,2.38
KS22B73/022,A18051,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,9,6,17,43.0,5,1,1,0,0,2.53
KS22B73/022,A18051,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,10,7,21,56.5,4,3,2,0,1,2.69
KS22B73/035,A18173,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM3,1,6,18,74.0,5,1,0,1,0,4.11
KS22B73/035,A18173,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,2,7,22,93.0,7,0,0,0,0,4.23
KS22B73/035,A18173,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,3,6,19,40.0,2,4,1,1,2,2.11
KS22B73/035,A18173,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,4,7,20,70.5,5,2,1,1,0,3.52
KS22B73/035,A18173,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,5,6,18,78.5,6,0,0,0,0,4.36
KS22B73/035,A18173,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,6,7,21,69.0,5,2,2,0,0,3.29
KS22B73/035,A18173,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,7,6,18,56.5,4,2,0,2,0,3.14
KS22B73/035,A18173,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,8,7,21,71.5,7,0,0,0,0,3.4
KS22B73/035,A18173,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,9,6,17,57.0,5,1,0,1,0,3.35
KS22B73/035,A18173,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,10,7,21,85.5,7,0,0,0,0,4.07
KS22B73/051,A18278,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM3,1,6,18,66.0,6,0,0,0,0,3.67
KS22B73/051,A18278,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,2,7,22,87.5,6,1,0,0,1,3.98
KS22B73/051,A18278,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,3,6,19,82.0,6,0,0,0,0,4.32
KS22B73/051,A18278,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,4,7,20,84.5,7,0,0,0,0,4.22
KS22B73/051,A18278,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,5,6,18,58.5,4,2,0,2,0,3.25
KS22B73/051,A18278,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,6,7,21,71.0,6,1,1,0,0,3.38
KS22B73/051,A18278,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,7,6,18,64.0,5,1,1,0,0,3.56
KS22B73/051,A18278,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,8,7,21,75.5,7,0,0,0,0,3.6
KS22B73/051,A18278,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,9,6,17,62.5,5,1,1,0,0,3.68
KS22B73/051,A18278,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,10,7,21,80.5,7,0,0,0,0,3.83
KS22B73/063,A18434,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM3,1,6,18,59.5,5,1,0,1,0,3.31
KS22B73/063,A18434,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,2,7,22,71.5,5,2,2,0,0,3.25
KS22B73/063,A18434,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,3,6,19,68.0,5,1,0,1,0,3.58
KS22B73/063,A18434,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,4,7,20,60.0,4,3,0,3,0,3.0
KS22B73/063,A18434,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,5,6,18,58.5,6,0,0,0,0,3.25
KS22B73/063,A18434,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,6,7,21,84.5,7,0,0,0,0,4.02
KS22B73/063,A18434,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,7,6,18,48.5,3,3,1,0,2,2.69
KS22B73/063,A18434,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,8,7,21,63.5,7,0,0,0,0,3.02
KS22B73/063,A18434,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,9,6,17,60.0,5,1,0,0,1,3.53
KS22B73/063,A18434,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,10,7,21,55.0,4,3,0,2,1,2.62
KS22B73/066,A18491,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM3,1,6,18,84.0,6,0,0,0,0,4.67
KS22B73/066,A18491,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,2,7,22,84.0,5,2,1,1,0,3.82
KS22B73/066,A18491,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,3,6,19,88.5,6,0,0,0,0,4.66
KS22B73/066,A18491,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,4,7,20,78.5,5,2,2,0,0,3.92
KS22B73/066,A18491,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,5,6,18,80.0,6,0,0,0,0,4.44
KS22B73/066,A18491,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,6,7,21,79.0,7,0,0,0,0,3.76
KS22B73/066,A18491,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,7,6,18,78.0,6,0,0,0,0,4.33
KS22B73/066,A18491,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,8,7,21,95.5,7,0,0,0,0,4.55
KS22B73/066,A18491,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,9,6,17,70.5,6,0,0,0,0,4.15
KS22B73/066,A18491,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,10,7,21,73.5,5,2,0,0,2,3.5
KS22B91/009,A15915,Bachelor of Laws (LLB),2022/2023,SEM1,1,6,18,52.0,4,2,1,1,0,2.89
KS22B91/009,A15915,Bachelor of Laws (LLB),2023/2024,SEM1,3,6,19,62.5,6,0,0,0,0,3.29
KS22B91/009,A15915,Bachelor of Laws (LLB),2023/2024,SEM2,2,7,22,77.0,5,2,0,1,1,3.5
KS22B91/009,A15915,Bachelor of Laws (LLB),2024/2025,SEM1,5,6,18,61.5,5,1,1,0,0,3.42
KS22B91/009,A15915,Bachelor of Laws (LLB),2024/2025,SEM2,4,7,20,76.5,7,0,0,0,0,3.82
KS22B91/009,A15915,Bachelor of Laws (LLB),2025/2026,SEM1,7,6,18,44.0,4,2,1,1,0,2.44
KS22B91/009,A15915,Bachelor of Laws (LLB),2025/2026,SEM2,6,7,21,70.5,7,0,0,0,0,3.36
KS22B91/031,A16264,Bachelor of Laws (LLB),2022/2023,SEM1,1,6,18,73.5,5,1,1,0,0,4.08
KS22B91/031,A16264,Bachelor of Laws (LLB),2023/2024,SEM1,3,6,19,70.0,5,1,0,1,0,3.68
KS22B91/031,A16264,Bachelor of Laws (LLB),2023/2024,SEM2,2,7,22,86.5,7,0,0,0,0,3.93
KS22B91/031,A16264,Bachelor of Laws (LLB),2024/2025,SEM1,5,6,18,84.5,6,0,0,0,0,4.69
KS22B91/031,A16264,Bachelor of Laws (LLB),2024/2025,SEM2,4,7,20,88.5,7,0,0,0,0,4.42
KS22B91/031,A16264,Bachelor of Laws (LLB),2025/2026,SEM1,7,6,18,80.0,6,0,0,0,0,4.44
KS22B91/031,A16264,Bachelor of Laws (LLB),2025/2026,SEM2,6,7,21,80.0,6,1,0,0,1,3.81
KS22B91/035,A16337,Bachelor of Laws (LLB),2022/2023,SEM1,1,6,18,42.0,3,3,0,3,0,2.33
KS22B91/035,A16337,Bachelor of Laws (LLB),2023/2024,SEM1,3,6,19,43.0,3,3,0,1,2,2.26
KS22B91/035,A16337,Bachelor of Laws (LLB),2023/2024,SEM2,2,7,22,66.5,5,2,0,2,0,3.02
KS22B91/035,A16337,Bachelor of Laws (LLB),2024/2025,SEM1,5,6,18,51.5,5,1,0,1,0,2.86
KS22B91/035,A16337,Bachelor of Laws (LLB),2024/2025,SEM2,4,7,20,62.5,7,0,0,0,0,3.12
KS22B91/035,A16337,Bachelor of Laws (LLB),2025/2026,SEM1,7,6,18,57.0,6,0,0,0,0,3.17
KS22B91/035,A16337,Bachelor of Laws (LLB),2025/2026,SEM2,6,7,21,48.5,5,2,0,2,0,2.31
KS22B91/038,A16374,Bachelor of Laws (LLB),2022/2023,SEM1,1,6,18,64.5,5,1,1,0,0,3.58
KS22B91/038,A16374,Bachelor of Laws (LLB),2023/2024,SEM1,3,6,19,75.0,6,0,0,0,0,3.95
KS22B91/038,A16374,Bachelor of Laws (LLB),2023/2024,SEM2,2,7,22,53.5,4,3,1,0,2,2.43
KS22B91/038,A16374,Bachelor of Laws (LLB),2024/2025,SEM1,5,6,18,54.0,5,1,0,0,1,3.0
KS22B91/038,A16374,Bachelor of Laws (LLB),2024/2025,SEM2,4,7,20,75.0,7,0,0,0,0,3.75
KS22B91/038,A16374,Bachelor of Laws (LLB),2025/2026,SEM1,7,6,18,77.5,6,0,0,0,0,4.31
KS22B91/038,A16374,Bachelor of Laws (LLB),2025/2026,SEM2,6,7,21,57.0,4,3,2,0,1,2.71
KS22B91/058,A16556,Bachelor of Laws (LLB),2022/2023,SEM1,1,6,18,49.5,4,2,1,1,0,2.75
KS22B91/058,A16556,Bachelor of Laws (LLB),2023/2024,SEM1,3,6,19,70.5,6,0,0,0,0,3.71
KS22B91/058,A16556,Bachelor of Laws (LLB),2023/2024,SEM2,2,7,22,49.0,3,4,0,2,2,2.23
KS22B91/058,A16556,Bachelor of Laws (LLB),2024/2025,SEM1,5,6,18,61.5,6,0,0,0,0,3.42
KS22B91/058,A16556,Bachelor of Laws (LLB),2024/2025,SEM2,4,7,20,70.5,7,0,0,0,0,3.52
KS22B91/058,A16556,Bachelor of Laws (LLB),2025/2026,SEM1,7,6,18,63.0,6,0,0,0,0,3.5
KS22B91/058,A16556,Bachelor of Laws (LLB),2025/2026,SEM2,6,7,21,70.0,6,1,0,1,0,3.33
KS23B06/014,A10112,Bachelor of Divinity,2023/2024,SEM1,1,6,18,44.5,4,2,0,2,0,2.47
KS23B06/014,A10112,Bachelor of Divinity,2024/2025,SEM1,3,6,19,55.5,6,0,0,0,0,2.92
KS23B06/014,A10112,Bachelor of Divinity,2024/2025,SEM2,2,7,22,63.5,5,2,0,2,0,2.89
KS23B06/014,A10112,Bachelor of Divinity,2025/2026,SEM1,5,6,18,51.0,3,3,0,3,0,2.83
KS23B06/014,A10112,Bachelor of Divinity,2025/2026,SEM2,4,7,20,70.0,7,0,0,0,0,3.5
KS23B08/008,A15191,MA Literature,2023/2024,SEM1,1,6,18,76.0,5,1,1,0,0,4.22
KS23B08/008,A15191,MA Literature,2024/2025,SEM1,3,6,19,68.0,4,2,2,0,0,3.58
KS23B08/008,A15191,MA Literature,2024/2025,SEM2,2,7,22,81.5,5,2,2,0,0,3.7
KS23B08/008,A15191,MA Literature,2025/2026,SEM1,5,6,18,83.0,6,0,0,0,0,4.61
KS23B08/008,A15191,MA Literature,2025/2026,SEM2,4,7,20,75.0,7,0,0,0,0,3.75
KS23B16/005,A14930,Bachelor of Science in Education,2023/2024,SEM1,1,7,21,67.5,5,2,1,1,0,3.21
KS23B16/005,A14930,Bachelor of Science in Education,2024/2025,SEM1,3,7,21,79.0,6,1,1,0,0,3.76
KS23B16/005,A14930,Bachelor of Science in Education,2024/2025,SEM2,2,6,18,61.5,5,1,0,1,0,3.42
KS23B16/005,A14930,Bachelor of Science in Education,2025/2026,SEM1,5,7,21,71.5,6,1,0,1,0,3.4
KS23B16/005,A14930,Bachelor of Science in Education,2025/2026,SEM2,4,6,17,60.0,5,1,0,0,1,3.53
KS23B18/011,A14739,BA Education,2023/2024,SEM1,1,6,18,80.5,6,0,0,0,0,4.47
KS23B18/011,A14739,BA Education,2024/2025,SEM1,3,6,19,72.5,5,1,0,0,1,3.82
KS23B18/011,A14739,BA Education,2024/2025,SEM2,2,7,22,93.5,6,1,0,0,1,4.25
KS23B18/011,A14739,BA Education,2025/2026,SEM1,5,6,18,68.5,5,1,1,0,0,3.81
KS23B18/011,A14739,BA Education,2025/2026,SEM2,4,7,20,82.5,7,0,0,0,0,4.12
KS23B18/013,A14757,BA Education,2023/2024,SEM1,1,6,18,50.5,5,1,0,1,0,2.81
KS23B18/013,A14757,BA Education,2024/2025,SEM1,3,6,19,53.5,4,2,0,2,0,2.82
KS23B18/013,A14757,BA Education,2024/2025,SEM2,2,7,22,63.0,4,3,0,2,1,2.86
KS23B18/013,A14757,BA Education,2025/2026,SEM1,5,6,18,67.5,6,0,0,0,0,3.75
KS23B18/013,A14757,BA Education,2025/2026,SEM2,4,7,20,75.0,7,0,0,0,0,3.75
KS23B28/001,A12147,Bachelor of Nursing Science (For A' level Applicants),2023/2024,SEM1,1,7,21,68.0,5,2,0,2,0,3.24
KS23B28/001,A12147,Bachelor of Nursing Science (For A' level Applicants),2024/2025,SEM1,3,7,21,71.5,5,2,0,2,0,3.4
KS23B28/001,A12147,Bachelor of Nursing Science (For A' level Applicants),2024/2025,SEM2,2,6,18,68.0,5,1,0,1,0,3.78
KS23B28/001,A12147,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM1,5,7,21,79.0,7,0,0,0,0,3.76
KS23B28/001,A12147,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM2,4,6,17,58.0,5,1,0,0,1,3.41
KS23B28/011,A12235,Bachelor of Nursing Science (For A' level Applicants),2023/2024,SEM1,1,7,21,55.0,5,2,2,0,0,2.62
KS23B28/011,A12235,Bachelor of Nursing Science (For A' level Applicants),2024/2025,SEM1,3,7,21,71.5,6,1,0,1,0,3.4
KS23B28/011,A12235,Bachelor of Nursing Science (For A' level Applicants),2024/2025,SEM2,2,6,18,68.0,6,0,0,0,0,3.78
KS23B28/011,A12235,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM1,5,7,21,87.0,7,0,0,0,0,4.14
KS23B28/011,A12235,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM2,4,6,17,59.5,5,1,0,1,0,3.5
KS23B28/016,A12281,Bachelor of Nursing Science (For A' level Applicants),2023/2024,SEM1,1,7,21,64.5,5,2,2,0,0,3.07
KS23B28/016,A12281,Bachelor of Nursing Science (For A' level Applicants),2024/2025,SEM1,3,7,21,97.5,7,0,0,0,0,4.64
KS23B28/016,A12281,Bachelor of Nursing Science (For A' level Applicants),2024/2025,SEM2,2,6,18,82.0,6,0,0,0,0,4.56
KS23B28/016,A12281,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM1,5,7,21,102.0,7,0,0,0,0,4.86
KS23B28/016,A12281,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM2,4,6,17,82.0,6,0,0,0,0,4.82
KS23B29/002,A12007,Bachelor of Nursing Science (Diploma Entry),2023/2024,SEM1,1,7,21,93.5,7,0,0,0,0,4.45
KS23B29/002,A12007,Bachelor of Nursing Science (Diploma Entry),2024/2025,SEM1,3,7,21,81.5,5,2,1,0,1,3.88
KS23B29/002,A12007,Bachelor of Nursing Science (Diploma Entry),2024/2025,SEM2,2,6,18,77.0,5,1,1,0,0,4.28
KS23B29/002,A12007,Bachelor of Nursing Science (Diploma Entry),2025/2026,SEM1,5,7,21,76.0,5,2,2,0,0,3.62
KS23B29/002,A12007,Bachelor of Nursing Science (Diploma Entry),2025/2026,SEM2,4,6,17,77.5,6,0,0,0,0,4.56
KS23B29/014,A12137,Bachelor of Nursing Science (Diploma Entry),2023/2024,SEM1,1,7,21,68.0,5,2,2,0,0,3.24
KS23B29/014,A12137,Bachelor of Nursing Science (Diploma Entry),2024/2025,SEM1,3,7,21,64.5,4,3,2,0,1,3.07
KS23B29/014,A12137,Bachelor of Nursing Science (Diploma Entry),2024/2025,SEM2,2,6,18,71.5,6,0,0,0,0,3.97
KS23B29/014,A12137,Bachelor of Nursing Science (Diploma Entry),2025/2026,SEM1,5,7,21,80.5,6,1,1,0,0,3.83
KS23B29/014,A12137,Bachelor of Nursing Science (Diploma Entry),2025/2026,SEM2,4,6,17,63.0,5,1,0,0,1,3.71
KS23B30/005,A15682,MA Journalism and Strategic Communication,2023/2024,SEM1,1,6,18,51.0,4,2,0,1,1,2.83
KS23B30/005,A15682,MA Journalism and Strategic Communication,2024/2025,SEM1,3,6,19,66.0,4,2,1,1,0,3.47
KS23B30/005,A15682,MA Journalism and Strategic Communication,2024/2025,SEM2,2,7,22,89.5,7,0,0,0,0,4.07
KS23B30/005,A15682,MA Journalism and Strategic Communication,2025/2026,SEM1,5,6,18,59.5,5,1,0,1,0,3.31
KS23B30/005,A15682,MA Journalism and Strategic Communication,2025/2026,SEM2,4,7,20,59.5,5,2,2,0,0,2.98
KS23B30/009,A15729,MA Journalism and Strategic Communication,2023/2024,SEM1,1,6,18,69.0,4,2,1,0,1,3.83
KS23B30/009,A15729,MA Journalism and Strategic Communication,2024/2025,SEM1,3,6,19,85.0,6,0,0,0,0,4.47
KS23B30/009,A15729,MA Journalism and Strategic Communication,2024/2025,SEM2,2,7,22,101.0,7,0,0,0,0,4.59
KS23B30/009,A15729,MA Journalism and Strategic Communication,2025/2026,SEM1,5,6,18,88.5,6,0,0,0,0,4.92
KS23B30/009,A15729,MA Journalism and Strategic Communication,2025/2026,SEM2,4,7,20,87.5,6,1,1,0,0,4.38
KS23B40/009,A10563,Bachelor of Science in Human Nutrition and Clinical Dietetics,2023/2024,SEM1,1,6,18,44.0,4,2,0,2,0,2.44
KS23B40/009,A10563,Bachelor of Science in Human Nutrition and Clinical Dietetics,2024/2025,SEM1,3,6,19,65.0,6,0,0,0,0,3.42
KS23B40/009,A10563,Bachelor of Science in Human Nutrition and Clinical Dietetics,2024/2025,SEM2,2,7,22,61.0,5,2,0,2,0,2.77
KS23B40/009,A10563,Bachelor of Science in Human Nutrition and Clinical Dietetics,2025/2026,SEM1,5,6,18,50.5,4,2,0,2,0,2.81
KS23B40/009,A10563,Bachelor of Science in Human Nutrition and Clinical Dietetics,2025/2026,SEM2,4,7,20,39.0,3,4,0,4,0,1.95
KS23B40/013,A10604,Bachelor of Science in Human Nutrition and Clinical Dietetics,2023/2024,SEM1,1,6,18,53.0,3,3,1,1,1,2.94
KS23B40/013,A10604,Bachelor of Science in Human Nutrition and Clinical Dietetics,2024/2025,SEM1,3,6,19,82.5,6,0,0,0,0,4.34
KS23B40/013,A10604,Bachelor of Science in Human Nutrition and Clinical Dietetics,2024/2025,SEM2,2,7,22,99.0,7,0,0,0,0,4.5
KS23B40/013,A10604,Bachelor of Science in Human Nutrition and Clinical Dietetics,2025/2026,SEM1,5,6,18,76.5,6,0,0,0,0,4.25
