REG_NO,ACC_NO,PROGRAM,ACADEMIC_YEAR,SEMESTER,SEMESTER_INDEX,CREDITS_ATTEMPTED,QUALITY_POINTS,COURSES_COUNT,PASSED_COURSES,FAILED_COURSES,FCW_COUNT,FEX_COUNT,MEX_COUNT,CREDITS_PASSED,CREDITS_FAILED,SEMESTER_GPA,CUM_CREDITS_ATTEMPTED,CUM_CREDITS_PASSED,CUM_QUALITY_POINTS,CGPA
M23B86/001,A12817,Bachelor of Science in Economics and Statistics,2024/2025,SEM2,4,17,43.5,6,5,1,0,0,1,14.0,3.0,2.56,77,52.0,214.5,2.79
M23B86/001,A12817,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,5,21,48.0,7,4,3,2,1,0,12.0,9.0,2.29,98,64.0,262.5,2.68
M23B86/003,A12821,Bachelor of Science in Economics and Statistics,2023/2024,SEM2,1,21,66.5,7,6,1,0,0,1,17.0,4.0,3.17,21,17.0,66.5,3.17
M23B86/003,A12821,Bachelor of Science in Economics and Statistics,2023/2024,SEM2,2,18,49.5,6,3,3,1,2,0,8.0,10.0,2.75,39,25.0,116.0,2.97
M23B86/003,A12821,Bachelor of Science in Economics and Statistics,2024/2025,SEM2,3,21,69.5,7,5,2,1,1,0,15.0,6.0,3.31,60,40.0,185.5,3.09
M23B86/003,A12821,Bachelor of Science in Economics and Statistics,2024/2025,SEM2,4,17,59.5,6,6,0,0,0,0,17.0,0.0,3.5,77,57.0,245.0,3.18
M23B86/003,A12821,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,5,21,72.0,7,6,1,1,0,0,18.0,3.0,3.43,98,75.0,317.0,3.23
M23B86/003,A12821,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,6,18,74.0,6,5,1,1,0,0,15.0,3.0,4.11,116,90.0,391.0,3.37
M23B86/006,A12847,Bachelor of Science in Economics and Statistics,2023/2024,SEM2,1,21,82.0,7,6,1,1,0,0,18.0,3.0,3.9,21,18.0,82.0,3.9
M23B86/006,A12847,Bachelor of Science in Economics and Statistics,2023/2024,SEM2,2,18,56.5,6,5,1,0,1,0,14.0,4.0,3.14,39,32.0,138.5,3.55
M23B86/006,A12847,Bachelor of Science in Economics and Statistics,2024/2025,SEM2,3,21,94.5,7,7,0,0,0,0,21.0,0.0,4.5,60,53.0,233.0,3.88
M23B86/006,A12847,Bachelor of Science in Economics and Statistics,2024/2025,SEM2,4,17,59.5,6,5,1,0,1,0,15.0,2.0,3.5,77,68.0,292.5,3.8
M23B86/006,A12847,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,5,21,59.5,7,5,2,0,1,1,15.0,6.0,2.83,98,83.0,352.0,3.59
M23B86/006,A12847,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,6,18,73.0,6,5,1,0,1,0,16.0,2.0,4.06,116,99.0,425.0,3.66
M23B86/009,A12866,Bachelor of Science in Economics and Statistics,2023/2024,SEM2,1,21,78.5,7,5,2,1,1,0,16.0,5.0,3.74,21,16.0,78.5,3.74
M23B86/009,A12866,Bachelor of Science in Economics and Statistics,2023/2024,SEM2,2,18,69.5,6,6,0,0,0,0,18.0,0.0,3.86,39,34.0,148.0,3.79
M23B86/009,A12866,Bachelor of Science in Economics and Statistics,2024/2025,SEM2,3,21,68.0,7,5,2,1,1,0,14.0,7.0,3.24,60,48.0,216.0,3.6
M23B86/009,A12866,Bachelor of Science in Economics and Statistics,2024/2025,SEM2,4,17,64.5,6,5,1,0,1,0,15.0,2.0,3.79,77,63.0,280.5,3.64
M23B86/009,A12866,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,5,21,61.5,7,5,2,1,1,0,14.0,7.0,2.93,98,77.0,342.0,3.49
M23B86/009,A12866,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,6,18,71.5,6,5,1,1,0,0,15.0,3.0,3.97,116,92.0,413.5,3.56
M23B86/011,A12886,Bachelor of Science in Economics and Statistics,2023/2024,SEM2,1,21,87.0,7,6,1,0,1,0,18.0,3.0,4.14,21,18.0,87.0,4.14
M23B86/011,A12886,Bachelor of Science in Economics and Statistics,2023/2024,SEM2,2,18,72.5,6,6,0,0,0,0,18.0,0.0,4.03,39,36.0,159.5,4.09
M23B86/011,A12886,Bachelor of Science in Economics and Statistics,2024/2025,SEM2,3,21,88.0,7,7,0,0,0,0,21.0,0.0,4.19,60,57.0,247.5,4.12
M23B86/011,A12886,Bachelor of Science in Economics and Statistics,2024/2025,SEM2,4,17,44.5,6,2,4,1,2,1,7.0,10.0,2.62,77,64.0,292.0,3.79
M23B86/011,A12886,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,5,21,68.5,7,6,1,0,1,0,17.0,4.0,3.26,98,81.0,360.5,3.68
M23B86/013,A12908,Bachelor of Science in Economics and Statistics,2023/2024,SEM2,1,21,87.0,7,7,0,0,0,0,21.0,0.0,4.14,21,21.0,87.0,4.14
M23B86/013,A12908,Bachelor of Science in Economics and Statistics,2023/2024,SEM2,2,18,70.0,6,5,1,0,0,1,16.0,2.0,3.89,39,37.0,157.0,4.03
M23B86/013,A12908,Bachelor of Science in Economics and Statistics,2024/2025,SEM2,3,21,89.5,7,7,0,0,0,0,21.0,0.0,4.26,60,58.0,246.5,4.11
M23B86/013,A12908,Bachelor of Science in Economics and Statistics,2024/2025,SEM2,4,17,65.0,6,6,0,0,0,0,17.0,0.0,3.82,77,75.0,311.5,4.05
M23B86/013,A12908,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,5,21,87.0,7,7,0,0,0,0,21.0,0.0,4.14,98,96.0,398.5,4.07
M23B86/013,A12908,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,6,18,58.0,6,5,1,0,0,1,15.0,3.0,3.22,116,111.0,456.5,3.94
M23B86/015,A12948,Bachelor of Science in Economics and Statistics,2023/2024,SEM2,1,21,68.0,7,6,1,0,1,0,18.0,3.0,3.24,21,18.0,68.0,3.24
M23B86/015,A12948,Bachelor of Science in Economics and Statistics,2023/2024,SEM2,2,18,60.5,6,5,1,1,0,0,15.0,3.0,3.36,39,33.0,128.5,3.29
M23B86/015,A12948,Bachelor of Science in Economics and Statistics,2024/2025,SEM2,3,21,61.0,7,5,2,1,0,1,14.0,7.0,2.9,60,47.0,189.5,3.16
M23B86/015,A12948,Bachelor of Science in Economics and Statistics,2024/2025,SEM2,4,17,62.0,6,5,1,0,0,1,15.0,2.0,3.65,77,62.0,251.5,3.27
M23B86/015,A12948,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,5,21,73.0,7,6,1,1,0,0,18.0,3.0,3.48,98,80.0,324.5,3.31
M23B86/015,A12948,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,6,18,74.0,6,6,0,0,0,0,18.0,0.0,4.11,116,98.0,398.5,3.44
M23B86/019,A13001,Bachelor of Science in Economics and Statistics,2023/2024,SEM2,1,21,63.0,7,5,2,1,1,0,14.0,7.0,3.0,21,14.0,63.0,3.0
M23B86/019,A13001,Bachelor of Science in Economics and Statistics,2023/2024,SEM2,2,18,52.5,6,4,2,1,1,0,13.0,5.0,2.92,39,27.0,115.5,2.96
M23B86/019,A13001,Bachelor of Science in Economics and Statistics,2024/2025,SEM2,3,21,54.0,7,4,3,1,2,0,12.0,9.0,2.57,60,39.0,169.5,2.82
M23B86/019,A13001,Bachelor of Science in Economics and Statistics,2024/2025,SEM2,4,17,55.5,6,5,1,1,0,0,14.0,3.0,3.26,77,53.0,225.0,2.92
M23B86/019,A13001,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,5,21,68.0,7,5,2,0,2,0,15.0,6.0,3.24,98,68.0,293.0,2.99
M23B86/019,A13001,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,6,18,59.0,6,4,2,1,1,0,11.0,7.0,3.28,116,79.0,352.0,3.03
M23B86/022,A13023,Bachelor of Science in Economics and Statistics,2023/2024,SEM2,1,21,71.0,7,5,2,0,1,1,16.0,5.0,3.38,21,16.0,71.0,3.38
M23B86/022,A13023,Bachelor of Science in Economics and Statistics,2023/2024,SEM2,2,18,55.5,6,5,1,0,1,0,15.0,3.0,3.08,39,31.0,126.5,3.24
M23B86/022,A13023,Bachelor of Science in Economics and Statistics,2024/2025,SEM2,3,21,65.0,7,5,2,0,1,1,15.0,6.0,3.1,60,46.0,191.5,3.19
M23B86/022,A13023,Bachelor of Science in Economics and Statistics,2024/2025,SEM2,4,17,48.0,6,5,1,0,1,0,15.0,2.0,2.82,77,61.0,239.5,3.11
M23B86/022,A13023,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,5,21,63.5,7,5,2,1,1,0,16.0,5.0,3.02,98,77.0,303.0,3.09
M23B86/022,A13023,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,6,18,51.0,6,4,2,0,1,1,11.0,7.0,2.83,116,88.0,354.0,3.05
M23B91/003,A15834,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,46.5,6,3,3,1,2,0,9.0,9.0,2.58,18,9.0,46.5,2.58
M23B91/003,A15834,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,75.5,7,6,1,1,0,0,19.0,3.0,3.43,40,28.0,122.0,3.05
M23B91/003,A15834,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,67.0,6,6,0,0,0,0,19.0,0.0,3.53,59,47.0,189.0,3.2
M23B91/003,A15834,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,66.0,7,6,1,1,0,0,17.0,3.0,3.3,79,64.0,255.0,3.23
M23B91/003,A15834,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,62.5,6,6,0,0,0,0,18.0,0.0,3.47,97,82.0,317.5,3.27
M23B91/003,A15834,Bachelor of Laws (LLB),2025/2026,SEM2,6,21,76.0,7,6,1,0,1,0,19.0,2.0,3.62,118,101.0,393.5,3.33
M23B91/005,A15852,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,41.0,6,3,3,1,2,0,8.0,10.0,2.28,18,8.0,41.0,2.28
M23B91/005,A15852,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,39.5,7,3,4,2,0,2,8.0,14.0,1.8,40,16.0,80.5,2.01
M23B91/005,A15852,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,57.5,6,5,1,1,0,0,16.0,3.0,3.03,59,32.0,138.0,2.34
M23B91/005,A15852,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,42.0,7,3,4,0,4,0,8.0,12.0,2.1,79,40.0,180.0,2.28
M23B91/005,A15852,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,40.5,6,3,3,0,2,1,10.0,8.0,2.25,97,50.0,220.5,2.27
M23B91/005,A15852,Bachelor of Laws (LLB),2025/2026,SEM2,6,21,57.0,7,4,3,0,3,0,12.0,9.0,2.71,118,62.0,277.5,2.35
M23B91/007,A15861,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,51.0,6,4,2,1,0,1,12.0,6.0,2.83,18,12.0,51.0,2.83
M23B91/007,A15861,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,72.0,7,5,2,0,2,0,15.0,7.0,3.27,40,27.0,123.0,3.08
M23B91/007,A15861,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,69.5,6,6,0,0,0,0,19.0,0.0,3.66,59,46.0,192.5,3.26
M23B91/007,A15861,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,74.5,7,6,1,0,1,0,18.0,2.0,3.72,79,64.0,267.0,3.38
M23B91/007,A15861,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,60.0,6,5,1,0,1,0,15.0,3.0,3.33,97,79.0,327.0,3.37
M23B91/007,A15861,Bachelor of Laws (LLB),2025/2026,SEM2,6,21,72.0,7,6,1,1,0,0,17.0,4.0,3.43,118,96.0,399.0,3.38
M23B91/009,A15873,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,51.0,6,4,2,1,1,0,11.0,7.0,2.83,18,11.0,51.0,2.83
M23B91/009,A15873,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,74.0,7,7,0,0,0,0,22.0,0.0,3.36,40,33.0,125.0,3.12
M23B91/009,A15873,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,63.0,6,5,1,1,0,0,16.0,3.0,3.32,59,49.0,188.0,3.19
M23B91/009,A15873,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,65.5,7,6,1,0,0,1,17.0,3.0,3.28,79,66.0,253.5,3.21
M23B91/009,A15873,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,60.5,6,5,1,1,0,0,15.0,3.0,3.36,97,81.0,314.0,3.24
M23B91/009,A15873,Bachelor of Laws (LLB),2025/2026,SEM2,6,21,71.5,7,7,0,0,0,0,21.0,0.0,3.4,118,102.0,385.5,3.27
M23B91/011,A15890,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,78.0,6,6,0,0,0,0,18.0,0.0,4.33,18,18.0,78.0,4.33
M23B91/011,A15890,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,96.0,7,6,1,0,0,1,20.0,2.0,4.36,40,38.0,174.0,4.35
M23B91/011,A15890,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,83.5,6,6,0,0,0,0,19.0,0.0,4.39,59,57.0,257.5,4.36
M23B91/011,A15890,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,91.5,7,7,0,0,0,0,20.0,0.0,4.58,79,77.0,349.0,4.42
M23B91/011,A15890,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,80.5,6,6,0,0,0,0,18.0,0.0,4.47,97,95.0,429.5,4.43
M23B91/016,A15946,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,53.5,6,5,1,1,0,0,16.0,2.0,2.97,18,16.0,53.5,2.97
M23B91/016,A15946,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,52.5,7,3,4,0,3,1,10.0,12.0,2.39,40,26.0,106.0,2.65
M23B91/016,A15946,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,41.5,6,3,3,1,2,0,9.0,10.0,2.18,59,35.0,147.5,2.5
M23B91/016,A15946,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,59.0,7,5,2,0,2,0,15.0,5.0,2.95,79,50.0,206.5,2.61
M23B91/016,A15946,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,48.5,6,5,1,0,1,0,15.0,3.0,2.69,97,65.0,255.0,2.63
M23B91/016,A15946,Bachelor of Laws (LLB),2025/2026,SEM2,6,21,59.5,7,6,1,0,1,0,17.0,4.0,2.83,118,82.0,314.5,2.67
M23B91/018,A15982,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,73.5,6,6,0,0,0,0,18.0,0.0,4.08,18,18.0,73.5,4.08
M23B91/018,A15982,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,84.5,7,6,1,1,0,0,19.0,3.0,3.84,40,37.0,158.0,3.95
M23B91/018,A15982,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,55.5,6,4,2,1,1,0,12.0,7.0,2.92,59,49.0,213.5,3.62
M23B91/018,A15982,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,70.5,7,6,1,1,0,0,16.0,4.0,3.52,79,65.0,284.0,3.59
M23B91/018,A15982,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,71.5,6,6,0,0,0,0,18.0,0.0,3.97,97,83.0,355.5,3.66
M23B91/018,A15982,Bachelor of Laws (LLB),2025/2026,SEM2,6,21,81.5,7,7,0,0,0,0,21.0,0.0,3.88,118,104.0,437.0,3.7
M23B91/020,A16007,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,59.0,6,5,1,0,0,1,15.0,3.0,3.28,18,15.0,59.0,3.28
M23B91/020,A16007,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,70.5,7,5,2,0,2,0,17.0,5.0,3.2,40,32.0,129.5,3.24
M23B91/020,A16007,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,52.0,6,4,2,0,2,0,13.0,6.0,2.74,59,45.0,181.5,3.08
M23B91/020,A16007,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,67.5,7,7,0,0,0,0,20.0,0.0,3.38,79,65.0,249.0,3.15
M23B91/020,A16007,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,73.0,6,6,0,0,0,0,18.0,0.0,4.06,97,83.0,322.0,3.32
M23B91/020,A16007,Bachelor of Laws (LLB),2025/2026,SEM2,6,21,72.0,7,5,2,0,2,0,16.0,5.0,3.43,118,99.0,394.0,3.34
M23B91/022,A16031,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,56.0,6,5,1,0,1,0,15.0,3.0,3.11,18,15.0,56.0,3.11
M23B91/022,A16031,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,65.0,7,6,1,0,1,0,20.0,2.0,2.95,40,35.0,121.0,3.02
M23B91/022,A16031,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,62.5,6,4,2,0,2,0,12.0,7.0,3.29,59,47.0,183.5,3.11
M23B91/022,A16031,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,61.0,7,5,2,0,2,0,15.0,5.0,3.05,79,62.0,244.5,3.09
M23B91/022,A16031,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,70.0,6,6,0,0,0,0,18.0,0.0,3.89,97,80.0,314.5,3.24
M23B91/022,A16031,Bachelor of Laws (LLB),2025/2026,SEM2,6,21,83.0,7,6,1,0,1,0,19.0,2.0,3.95,118,99.0,397.5,3.37
M23B91/024,A16044,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,72.5,6,6,0,0,0,0,18.0,0.0,4.03,18,18.0,72.5,4.03
M23B91/024,A16044,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,85.5,7,7,0,0,0,0,22.0,0.0,3.89,40,40.0,158.0,3.95
M23B91/024,A16044,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,78.5,6,6,0,0,0,0,19.0,0.0,4.13,59,59.0,236.5,4.01
M23B91/024,A16044,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,70.0,7,6,1,0,1,0,18.0,2.0,3.5,79,77.0,306.5,3.88
M23B91/024,A16044,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,67.5,6,6,0,0,0,0,18.0,0.0,3.75,97,95.0,374.0,3.86
M23B91/024,A16044,Bachelor of Laws (LLB),2025/2026,SEM2,6,21,79.5,7,6,1,0,0,1,18.0,3.0,3.79,118,113.0,453.5,3.84
M23B91/026,A16072,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,44.0,6,3,3,0,2,1,8.0,10.0,2.44,18,8.0,44.0,2.44
M23B91/026,A16072,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,60.5,7,4,3,0,2,1,14.0,8.0,2.75,40,22.0,104.5,2.61
M23B91/026,A16072,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,40.5,6,3,3,0,3,0,10.0,9.0,2.13,59,32.0,145.0,2.46
M23B91/026,A16072,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,56.0,7,6,1,0,1,0,17.0,3.0,2.8,79,49.0,201.0,2.54
M23B91/026,A16072,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,57.0,6,6,0,0,0,0,18.0,0.0,3.17,97,67.0,258.0,2.66
M23B91/026,A16072,Bachelor of Laws (LLB),2025/2026,SEM2,6,21,54.0,7,5,2,1,1,0,16.0,5.0,2.57,118,83.0,312.0,2.64
M23B91/028,A16122,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,48.5,6,4,2,1,1,0,13.0,5.0,2.69,18,13.0,48.5,2.69
M23B91/028,A16122,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,53.5,7,4,3,1,0,2,14.0,8.0,2.43,40,27.0,102.0,2.55
M23B91/028,A16122,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,71.0,6,6,0,0,0,0,19.0,0.0,3.74,59,46.0,173.0,2.93
M23B91/028,A16122,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,70.0,7,6,1,0,1,0,18.0,2.0,3.5,79,64.0,243.0,3.08
M23B91/028,A16122,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,72.5,6,6,0,0,0,0,18.0,0.0,4.03,97,82.0,315.5,3.25
M23B91/028,A16122,Bachelor of Laws (LLB),2025/2026,SEM2,6,21,62.0,7,6,1,0,1,0,18.0,3.0,2.95,118,100.0,377.5,3.2
M23B91/031,A16138,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,61.5,6,5,1,0,1,0,16.0,2.0,3.42,18,16.0,61.5,3.42
M23B91/031,A16138,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,78.0,7,6,1,1,0,0,19.0,3.0,3.55,40,35.0,139.5,3.49
M23B91/031,A16138,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,67.0,6,6,0,0,0,0,19.0,0.0,3.53,59,54.0,206.5,3.5
M23B91/031,A16138,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,74.0,7,6,1,0,1,0,16.0,4.0,3.7,79,70.0,280.5,3.55
M23B91/031,A16138,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,59.0,6,5,1,1,0,0,15.0,3.0,3.28,97,85.0,339.5,3.5
M23B91/031,A16138,Bachelor of Laws (LLB),2025/2026,SEM2,6,21,79.5,7,7,0,0,0,0,21.0,0.0,3.79,118,106.0,419.0,3.55
M23B91/033,A16171,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,77.5,6,6,0,0,0,0,18.0,0.0,4.31,18,18.0,77.5,4.31
M23B91/033,A16171,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,92.5,7,7,0,0,0,0,22.0,0.0,4.2,40,40.0,170.0,4.25
M23B91/033,A16171,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,65.5,6,4,2,0,0,2,14.0,5.0,3.45,59,54.0,235.5,3.99
M23B91/033,A16171,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,82.0,7,6,1,0,1,0,18.0,2.0,4.1,79,72.0,317.5,4.02
M23B91/033,A16171,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,64.0,6,6,0,0,0,0,18.0,0.0,3.56,97,90.0,381.5,3.93
M23B91/036,A16217,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,66.5,6,6,0,0,0,0,18.0,0.0,3.69,18,18.0,66.5,3.69
M23B91/036,A16217,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,68.0,7,6,1,0,1,0,18.0,4.0,3.09,40,36.0,134.5,3.36
M23B91/036,A16217,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,48.0,6,5,1,0,1,0,15.0,4.0,2.53,59,51.0,182.5,3.09
M23B91/036,A16217,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,73.0,7,7,0,0,0,0,20.0,0.0,3.65,79,71.0,255.5,3.23
M23B91/036,A16217,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,82.0,6,6,0,0,0,0,18.0,0.0,4.56,97,89.0,337.5,3.48
M23B91/036,A16217,Bachelor of Laws (LLB),2025/2026,SEM2,6,21,69.0,7,6,1,0,1,0,18.0,3.0,3.29,118,107.0,406.5,3.44
M23B91/038,A16220,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,64.0,6,6,0,0,0,0,18.0,0.0,3.56,18,18.0,64.0,3.56
M23B91/038,A16220,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,89.0,7,7,0,0,0,0,22.0,0.0,4.05,40,40.0,153.0,3.82
M23B91/038,A16220,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,66.5,6,5,1,0,1,0,16.0,3.0,3.5,59,56.0,219.5,3.72
M23B91/038,A16220,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,75.0,7,5,2,1,0,1,16.0,4.0,3.75,79,72.0,294.5,3.73
M23B91/038,A16220,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,49.0,6,4,2,1,1,0,11.0,7.0,2.72,97,83.0,343.5,3.54
M23B91/038,A16220,Bachelor of Laws (LLB),2025/2026,SEM2,6,21,72.5,7,5,2,0,0,2,15.0,6.0,3.45,118,98.0,416.0,3.53
M23B91/040,A16254,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,61.5,6,6,0,0,0,0,18.0,0.0,3.42,18,18.0,61.5,3.42
M23B91/040,A16254,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,59.0,7,4,3,0,2,1,13.0,9.0,2.68,40,31.0,120.5,3.01
M23B91/040,A16254,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,63.5,6,5,1,0,1,0,17.0,2.0,3.34,59,48.0,184.0,3.12
M23B91/040,A16254,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,69.5,7,7,0,0,0,0,20.0,0.0,3.48,79,68.0,253.5,3.21
M23B91/040,A16254,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,42.0,6,4,2,0,2,0,12.0,6.0,2.33,97,80.0,295.5,3.05
M23B91/040,A16254,Bachelor of Laws (LLB),2025/2026,SEM2,6,21,58.0,7,4,3,0,2,1,13.0,8.0,2.76,118,93.0,353.5,3.0
M23B91/043,A16294,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,61.0,6,5,1,0,0,1,15.0,3.0,3.39,18,15.0,61.0,3.39
M23B91/043,A16294,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,94.5,7,7,0,0,0,0,22.0,0.0,4.3,40,37.0,155.5,3.89
M23B91/043,A16294,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,65.0,6,4,2,1,0,1,12.0,7.0,3.42,59,49.0,220.5,3.74
M23B91/043,A16294,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,78.0,7,6,1,0,0,1,17.0,3.0,3.9,79,66.0,298.5,3.78
M23B91/043,A16294,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,65.0,6,5,1,0,1,0,14.0,4.0,3.61,97,80.0,363.5,3.75
M23B91/043,A16294,Bachelor of Laws (LLB),2025/2026,SEM2,6,21,84.0,7,6,1,0,0,1,19.0,2.0,4.0,118,99.0,447.5,3.79
M23B91/046,A16325,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,58.5,6,5,1,0,1,0,15.0,3.0,3.25,18,15.0,58.5,3.25
M23B91/046,A16325,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,71.5,7,6,1,0,1,0,19.0,3.0,3.25,40,34.0,130.0,3.25
M23B91/046,A16325,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,64.0,6,5,1,0,1,0,15.0,4.0,3.37,59,49.0,194.0,3.29
M23B91/046,A16325,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,48.0,7,6,1,0,1,0,17.0,3.0,2.4,79,66.0,242.0,3.06
M23B91/046,A16325,Bachelor of Laws (LLB),2025/2026,SEM2,5,18,44.5,6,4,2,0,2,0,11.0,7.0,2.47,97,77.0,286.5,2.95
M23B91/046,A16325,Bachelor of Laws (LLB),2025/2026,SEM2,6,21,63.0,7,6,1,0,1,0,18.0,3.0,3.0,118,95.0,349.5,2.96
M23B91/049,A16359,Bachelor of Laws (LLB),2023/2024,SEM2,1,18,71.0,6,5,1,1,0,0,14.0,4.0,3.94,18,14.0,71.0,3.94
M23B91/049,A16359,Bachelor of Laws (LLB),2023/2024,SEM2,2,22,103.0,7,7,0,0,0,0,22.0,0.0,4.68,40,36.0,174.0,4.35
M23B91/049,A16359,Bachelor of Laws (LLB),2024/2025,SEM2,3,19,79.0,6,5,1,1,0,0,17.0,2.0,4.16,59,53.0,253.0,4.29
M23B91/049,A16359,Bachelor of Laws (LLB),2024/2025,SEM2,4,20,90.5,7,7,0,0,0,0,20.0,0.0,4.53,79,73.0,343.5,4.35
