SPONSOR_PAYMENT_ID,REG_NO,ACC_NO,PROGRAM,SPONSOR_NAME,SCHOLARSHIP_TYPE,ACADEMIC_YEAR,SEMESTER,SEMESTER_INDEX,AMOUNT_SPONSORED_UGX,DISBURSEMENT_DATE,SPONSOR_REFERENCE,STATUS
SP0013112,S22B91/030,A16259,Bachelor of Laws (LLB),Government Sponsorship,PARTIAL_SCHOLARSHIP,2022/2023,SEM1,1,2968648,2022-10-04,5PREBI0SWG,APPROVED
SP0013113,S22B91/030,A16259,Bachelor of Laws (LLB),Government Sponsorship,PARTIAL_SCHOLARSHIP,2023/2024,SEM2,2,4306880,2023-03-01,90OOM742EL,APPROVED
SP0013114,S22B91/030,A16259,Bachelor of Laws (LLB),Government Sponsorship,PARTIAL_SCHOLARSHIP,2023/2024,SEM1,3,1509651,2023-10-28,96O72956PK,APPROVED
SP0013115,S22B91/030,A16259,Bachelor of Laws (LLB),Government Sponsorship,PARTIAL_SCHOLARSHIP,2024/2025,SEM2,4,3459928,2024-01-26,1VJV7J4TK4,APPROVED
SP0013116,S22B91/030,A16259,Bachelor of Laws (LLB),Government Sponsorship,PARTIAL_SCHOLARSHIP,2024/2025,SEM1,5,1900568,2024-09-10,J915ZLMUJ6,APPROVED
SP0013117,S22B91/030,A16259,Bachelor of Laws (LLB),Government Sponsorship,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,6,1687429,2025-02-03,C23882RRKO,APPROVED
SP0013118,S22B91/030,A16259,Bachelor of Laws (LLB),Government Sponsorship,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,7,1907806,2025-09-12,00WSMNPUOT,APPROVED
SP0013119,S22B91/030,A16259,Bachelor of Laws (LLB),Government Sponsorship,PARTIAL_SCHOLARSHIP,2026/2027,SEM2,8,2126813,2026-01-25,SBJAL9T8PU,APPROVED
SP0013120,S22B91/034,A16313,Bachelor of Laws (LLB),Church Education Fund,FULL_SCHOLARSHIP,2022/2023,SEM1,1,3629792,2022-10-23,5OUMPNLGAC,APPROVED
SP0013121,S22B91/034,A16313,Bachelor of Laws (LLB),Church Education Fund,FULL_SCHOLARSHIP,2023/2024,SEM2,2,2407199,2023-02-28,KMX6TJTIDI,PENDING
SP0013122,S22B91/034,A16313,Bachelor of Laws (LLB),Church Education Fund,FULL_SCHOLARSHIP,2023/2024,SEM1,3,1317849,2023-10-14,3W0XHX374O,APPROVED
SP0013123,S22B91/034,A16313,Bachelor of Laws (LLB),Church Education Fund,FULL_SCHOLARSHIP,2024/2025,SEM2,4,3870657,2024-01-27,7UQHDUDQZM,APPROVED
SP0013124,S22B91/034,A16313,Bachelor of Laws (LLB),Church Education Fund,FULL_SCHOLARSHIP,2024/2025,SEM1,5,2854972,2024-10-09,I64LBY4MEF,PENDING
SP0013125,S22B91/034,A16313,Bachelor of Laws (LLB),Church Education Fund,FULL_SCHOLARSHIP,2025/2026,SEM2,6,3072003,2025-01-10,SW96OT9ENZ,APPROVED
SP0013126,S22B91/034,A16313,Bachelor of Laws (LLB),Church Education Fund,FULL_SCHOLARSHIP,2025/2026,SEM1,7,3869461,2025-10-14,JJ0STNEAI5,PENDING
SP0013127,S22B91/034,A16313,Bachelor of Laws (LLB),Church Education Fund,FULL_SCHOLARSHIP,2026/2027,SEM2,8,3402881,2026-01-23,JC77TL9N2P,APPROVED
SP0013128,S22B91/039,A16383,Bachelor of Laws (LLB),Private Sponsor,FULL_SCHOLARSHIP,2022/2023,SEM1,1,2065715,2022-10-08,LRZ7UJZABM,APPROVED
SP0013129,S22B91/039,A16383,Bachelor of Laws (LLB),Private Sponsor,FULL_SCHOLARSHIP,2023/2024,SEM2,2,3641548,2023-02-08,OCJ7UY9LYC,APPROVED
SP0013130,S22B91/039,A16383,Bachelor of Laws (LLB),Private Sponsor,FULL_SCHOLARSHIP,2023/2024,SEM1,3,1261001,2023-10-30,6VRITN2FDB,PENDING
SP0013131,S22B91/039,A16383,Bachelor of Laws (LLB),Private Sponsor,FULL_SCHOLARSHIP,2024/2025,SEM2,4,2443340,2024-01-31,W7P3HT2WZX,APPROVED
SP0013132,S22B91/039,A16383,Bachelor of Laws (LLB),Private Sponsor,FULL_SCHOLARSHIP,2024/2025,SEM1,5,3472798,2024-09-30,TTYBZ7PA0Z,APPROVED
SP0013133,S22B91/039,A16383,Bachelor of Laws (LLB),Private Sponsor,FULL_SCHOLARSHIP,2025/2026,SEM2,6,1154729,2025-01-18,RS68YIBW88,APPROVED
SP0013134,S22B91/039,A16383,Bachelor of Laws (LLB),Private Sponsor,FULL_SCHOLARSHIP,2025/2026,SEM1,7,2191035,2025-10-19,WCL7KOFPZG,APPROVED
SP0013135,S22B91/039,A16383,Bachelor of Laws (LLB),Private Sponsor,FULL_SCHOLARSHIP,2026/2027,SEM2,8,3631157,2026-01-31,RQ5305YBHF,APPROVED
SP0013136,S22B91/041,A16390,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2022/2023,SEM1,1,3012695,2022-10-26,GV34R882DI,APPROVED
SP0013137,S22B91/041,A16390,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2023/2024,SEM2,2,2592755,2023-02-16,FQI0UYN9FY,APPROVED
SP0013138,S22B91/041,A16390,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2023/2024,SEM1,3,3323754,2023-10-03,RH0X8ZASEY,PENDING
SP0013139,S22B91/041,A16390,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2024/2025,SEM2,4,1711202,2024-02-15,3U0687I4QC,APPROVED
SP0013140,S22B91/041,A16390,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2024/2025,SEM1,5,1699521,2024-10-12,0NIG1DR3MP,APPROVED
SP0013141,S22B91/041,A16390,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2025/2026,SEM2,6,1382743,2025-02-18,U3OXJ4C2Q8,APPROVED
SP0013142,S22B91/041,A16390,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2025/2026,SEM1,7,3636737,2025-10-19,KO1RF957JW,APPROVED
SP0013143,S22B91/041,A16390,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2026/2027,SEM2,8,4434772,2026-01-31,BNMJSXSINU,APPROVED
SP0013144,S22B91/044,A16418,Bachelor of Laws (LLB),Church Education Fund,PARTIAL_SCHOLARSHIP,2022/2023,SEM1,1,1083657,2022-09-30,8X7I9AAGYQ,APPROVED
SP0013145,S22B91/044,A16418,Bachelor of Laws (LLB),Church Education Fund,PARTIAL_SCHOLARSHIP,2023/2024,SEM2,2,1286495,2023-02-17,1X31BYO2Z4,APPROVED
SP0013146,S22B91/044,A16418,Bachelor of Laws (LLB),Church Education Fund,PARTIAL_SCHOLARSHIP,2023/2024,SEM1,3,3512318,2023-10-20,O4R257OB7J,PENDING
SP0013147,S22B91/044,A16418,Bachelor of Laws (LLB),Church Education Fund,PARTIAL_SCHOLARSHIP,2024/2025,SEM2,4,954068,2024-02-03,SQ3CD84MB3,APPROVED
SP0013148,S22B91/044,A16418,Bachelor of Laws (LLB),Church Education Fund,PARTIAL_SCHOLARSHIP,2024/2025,SEM1,5,2781087,2024-10-23,6UYEZQQ6PV,PENDING
SP0013149,S22B91/044,A16418,Bachelor of Laws (LLB),Church Education Fund,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,6,1243705,2025-01-20,H73XDIDC5M,APPROVED
SP0013150,S22B91/044,A16418,Bachelor of Laws (LLB),Church Education Fund,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,7,3442137,2025-09-14,6FEDLGZSZK,APPROVED
SP0013151,S22B91/044,A16418,Bachelor of Laws (LLB),Church Education Fund,PARTIAL_SCHOLARSHIP,2026/2027,SEM2,8,2871770,2026-01-31,O0AR82I55B,APPROVED
SP0013152,S22B91/046,A16435,Bachelor of Laws (LLB),Corporate Scholarship,PARTIAL_SCHOLARSHIP,2022/2023,SEM1,1,3387828,2022-09-12,JL8CIPRIP6,PENDING
SP0013153,S22B91/046,A16435,Bachelor of Laws (LLB),Corporate Scholarship,PARTIAL_SCHOLARSHIP,2023/2024,SEM2,2,2337186,2023-01-21,I1NNP7EPOP,APPROVED
SP0013154,S22B91/046,A16435,Bachelor of Laws (LLB),Corporate Scholarship,PARTIAL_SCHOLARSHIP,2023/2024,SEM1,3,3425656,2023-09-17,FHIAFI5GU4,PENDING
SP0013155,S22B91/046,A16435,Bachelor of Laws (LLB),Corporate Scholarship,PARTIAL_SCHOLARSHIP,2024/2025,SEM2,4,2351089,2024-02-10,HR9PQPJ1TD,APPROVED
SP0013156,S22B91/046,A16435,Bachelor of Laws (LLB),Corporate Scholarship,PARTIAL_SCHOLARSHIP,2024/2025,SEM1,5,3331448,2024-09-11,XEQB3BNWJM,APPROVED
SP0013157,S22B91/046,A16435,Bachelor of Laws (LLB),Corporate Scholarship,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,6,1781064,2025-02-14,3H50YYW12M,PENDING
SP0013158,S22B91/046,A16435,Bachelor of Laws (LLB),Corporate Scholarship,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,7,2675474,2025-09-25,LN1UT5G9C1,PENDING
SP0013159,S22B91/046,A16435,Bachelor of Laws (LLB),Corporate Scholarship,PARTIAL_SCHOLARSHIP,2026/2027,SEM2,8,4311242,2026-01-31,0P02M1UJC8,PENDING
SP0013160,S22B91/048,A16461,Bachelor of Laws (LLB),Government Sponsorship,NEED_BASED_AID,2022/2023,SEM1,1,1682093,2022-09-21,L3ZRNFRC32,APPROVED
SP0013161,S22B91/048,A16461,Bachelor of Laws (LLB),Government Sponsorship,NEED_BASED_AID,2023/2024,SEM2,2,2143491,2023-01-31,QDUPNFYCMN,APPROVED
SP0013162,S22B91/048,A16461,Bachelor of Laws (LLB),Government Sponsorship,NEED_BASED_AID,2023/2024,SEM1,3,1880876,2023-10-25,15OJXCKNYN,PENDING
SP0013163,S22B91/048,A16461,Bachelor of Laws (LLB),Government Sponsorship,NEED_BASED_AID,2024/2025,SEM2,4,1032964,2024-01-30,EE7Z4RW8E9,APPROVED
SP0013164,S22B91/048,A16461,Bachelor of Laws (LLB),Government Sponsorship,NEED_BASED_AID,2024/2025,SEM1,5,2770363,2024-10-20,VB6D8Q3F05,APPROVED
SP0013165,S22B91/048,A16461,Bachelor of Laws (LLB),Government Sponsorship,NEED_BASED_AID,2025/2026,SEM2,6,1780208,2025-01-10,LR8MRGNQ5B,APPROVED
SP0013166,S22B91/048,A16461,Bachelor of Laws (LLB),Government Sponsorship,NEED_BASED_AID,2025/2026,SEM1,7,1726966,2025-10-22,02HI76IYFM,APPROVED
SP0013167,S22B91/048,A16461,Bachelor of Laws (LLB),Government Sponsorship,NEED_BASED_AID,2026/2027,SEM2,8,2033837,2026-01-29,2FNEFTTVX0,APPROVED
SP0013168,S22B91/050,A16494,Bachelor of Laws (LLB),Corporate Scholarship,MERIT_BASED_AID,2022/2023,SEM1,1,2233028,2022-10-04,0GZM1ISAZU,APPROVED
SP0013169,S22B91/050,A16494,Bachelor of Laws (LLB),Corporate Scholarship,MERIT_BASED_AID,2023/2024,SEM2,2,3469388,2023-01-19,XWXC8PS6MB,PENDING
SP0013170,S22B91/050,A16494,Bachelor of Laws (LLB),Corporate Scholarship,MERIT_BASED_AID,2023/2024,SEM1,3,2664188,2023-10-11,YPZDN8ERFM,APPROVED
SP0013171,S22B91/050,A16494,Bachelor of Laws (LLB),Corporate Scholarship,MERIT_BASED_AID,2024/2025,SEM2,4,1740506,2024-01-13,43P0KGRZAW,PENDING
SP0013172,S22B91/050,A16494,Bachelor of Laws (LLB),Corporate Scholarship,MERIT_BASED_AID,2024/2025,SEM1,5,1474786,2024-09-27,YQG9JF8WWU,APPROVED
SP0013173,S22B91/050,A16494,Bachelor of Laws (LLB),Corporate Scholarship,MERIT_BASED_AID,2025/2026,SEM2,6,3650159,2025-02-28,SU4PYXNYFT,PENDING
SP0013174,S22B91/050,A16494,Bachelor of Laws (LLB),Corporate Scholarship,MERIT_BASED_AID,2025/2026,SEM1,7,1633080,2025-09-11,911KNDY3AS,APPROVED
SP0013175,S22B91/050,A16494,Bachelor of Laws (LLB),Corporate Scholarship,MERIT_BASED_AID,2026/2027,SEM2,8,3846604,2026-01-31,MMG4R36XSB,PENDING
SP0013176,S22B91/052,A16516,Bachelor of Laws (LLB),Corporate Scholarship,PARTIAL_SCHOLARSHIP,2022/2023,SEM1,1,2006947,2022-09-12,5CPFIMS3TU,APPROVED
SP0013177,S22B91/052,A16516,Bachelor of Laws (LLB),Corporate Scholarship,PARTIAL_SCHOLARSHIP,2023/2024,SEM2,2,4267461,2023-02-21,149BR9UBAI,APPROVED
SP0013178,S22B91/052,A16516,Bachelor of Laws (LLB),Corporate Scholarship,PARTIAL_SCHOLARSHIP,2023/2024,SEM1,3,2229163,2023-10-07,2BZVHN11B4,APPROVED
SP0013179,S22B91/052,A16516,Bachelor of Laws (LLB),Corporate Scholarship,PARTIAL_SCHOLARSHIP,2024/2025,SEM2,4,1650486,2024-02-15,GRZDEQZUDW,APPROVED
SP0013180,S22B91/052,A16516,Bachelor of Laws (LLB),Corporate Scholarship,PARTIAL_SCHOLARSHIP,2024/2025,SEM1,5,2496689,2024-10-24,EMN5X1N9HO,APPROVED
SP0013181,S22B91/052,A16516,Bachelor of Laws (LLB),Corporate Scholarship,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,6,2997480,2025-01-28,FL3Y4PHRJD,APPROVED
SP0013182,S22B91/052,A16516,Bachelor of Laws (LLB),Corporate Scholarship,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,7,2198205,2025-09-12,5TT23IVXJY,APPROVED
SP0013183,S22B91/054,A16531,Bachelor of Laws (LLB),International Education Grant,FULL_SCHOLARSHIP,2022/2023,SEM1,1,4437913,2022-09-25,3XY4FADGVW,APPROVED
SP0013184,S22B91/054,A16531,Bachelor of Laws (LLB),International Education Grant,FULL_SCHOLARSHIP,2023/2024,SEM2,2,4396559,2023-02-25,BQWC9PPXVL,PENDING
SP0013185,S22B91/054,A16531,Bachelor of Laws (LLB),International Education Grant,FULL_SCHOLARSHIP,2023/2024,SEM1,3,4145364,2023-10-11,TYNLG0V4BP,APPROVED
SP0013186,S22B91/054,A16531,Bachelor of Laws (LLB),International Education Grant,FULL_SCHOLARSHIP,2024/2025,SEM2,4,2971500,2024-02-09,GRH0GGHF6O,APPROVED
SP0013187,S22B91/054,A16531,Bachelor of Laws (LLB),International Education Grant,FULL_SCHOLARSHIP,2024/2025,SEM1,5,2307321,2024-10-08,NI2M7OUEJJ,APPROVED
SP0013188,S22B91/054,A16531,Bachelor of Laws (LLB),International Education Grant,FULL_SCHOLARSHIP,2025/2026,SEM2,6,1225484,2025-02-25,4URM38H2OT,APPROVED
SP0013189,S22B91/054,A16531,Bachelor of Laws (LLB),International Education Grant,FULL_SCHOLARSHIP,2025/2026,SEM1,7,4326124,2025-10-11,EJRJEP4LA7,APPROVED
SP0013190,S22B91/054,A16531,Bachelor of Laws (LLB),International Education Grant,FULL_SCHOLARSHIP,2026/2027,SEM2,8,4497174,2026-01-31,QYYB4RTPGJ,PENDING
SP0013191,S22B91/056,A16544,Bachelor of Laws (LLB),NGO Education Fund,FULL_SCHOLARSHIP,2022/2023,SEM1,1,1249791,2022-09-29,V44L4RKF1B,APPROVED
SP0013192,S22B91/056,A16544,Bachelor of Laws (LLB),NGO Education Fund,FULL_SCHOLARSHIP,2023/2024,SEM2,2,2361526,2023-01-12,B7BG60PFQM,APPROVED
SP0013193,S22B91/056,A16544,Bachelor of Laws (LLB),NGO Education Fund,FULL_SCHOLARSHIP,2023/2024,SEM1,3,1327282,2023-09-10,8M5MRJXZT1,PENDING
SP0013194,S22B91/056,A16544,Bachelor of Laws (LLB),NGO Education Fund,FULL_SCHOLARSHIP,2024/2025,SEM2,4,4412299,2024-02-01,BZMHSKL3Z8,PENDING
SP0013195,S22B91/056,A16544,Bachelor of Laws (LLB),NGO Education Fund,FULL_SCHOLARSHIP,2024/2025,SEM1,5,1597238,2024-10-10,51AVS5KT7G,APPROVED
SP0013196,S22B91/056,A16544,Bachelor of Laws (LLB),NGO Education Fund,FULL_SCHOLARSHIP,2025/2026,SEM2,6,1422380,2025-02-10,4OHBDQWD6H,APPROVED
SP0013197,S22B91/056,A16544,Bachelor of Laws (LLB),NGO Education Fund,FULL_SCHOLARSHIP,2025/2026,SEM1,7,3277752,2025-09-17,ZPFFY925HA,APPROVED
SP0013198,S22B91/056,A16544,Bachelor of Laws (LLB),NGO Education Fund,FULL_SCHOLARSHIP,2026/2027,SEM2,8,2936848,2026-01-31,VQERXGLFK0,APPROVED
SP0013199,S22B91/059,A16565,Bachelor of Laws (LLB),NGO Education Fund,FULL_SCHOLARSHIP,2022/2023,SEM1,1,2084463,2022-09-27,EPZUWOTIEV,APPROVED
SP0013200,S22B91/059,A16565,Bachelor of Laws (LLB),NGO Education Fund,FULL_SCHOLARSHIP,2023/2024,SEM2,2,3865544,2023-03-01,AJUPXVZX81,APPROVED
SP0013201,S22B91/059,A16565,Bachelor of Laws (LLB),NGO Education Fund,FULL_SCHOLARSHIP,2023/2024,SEM1,3,3888116,2023-10-11,TV14K294MO,APPROVED
SP0013202,S22B91/059,A16565,Bachelor of Laws (LLB),NGO Education Fund,FULL_SCHOLARSHIP,2024/2025,SEM2,4,1300188,2024-01-24,MNCVJPYA8E,APPROVED
SP0013203,S22B91/059,A16565,Bachelor of Laws (LLB),NGO Education Fund,FULL_SCHOLARSHIP,2024/2025,SEM1,5,3645989,2024-10-19,AKD1NJ7UJZ,APPROVED
SP0013204,S22B91/059,A16565,Bachelor of Laws (LLB),NGO Education Fund,FULL_SCHOLARSHIP,2025/2026,SEM2,6,2334625,2025-01-11,1JWES4TUD3,APPROVED
SP0013205,S22B91/059,A16565,Bachelor of Laws (LLB),NGO Education Fund,FULL_SCHOLARSHIP,2025/2026,SEM1,7,3737385,2025-09-29,M0PBWHABZI,APPROVED
SP0013206,S22B91/059,A16565,Bachelor of Laws (LLB),NGO Education Fund,FULL_SCHOLARSHIP,2026/2027,SEM2,8,3190095,2026-01-31,PCYOCFAME1,PENDING
SP0013207,S23B91/002,A15829,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2023/2024,SEM1,1,2457931,2023-10-27,VT8PFDAQ5M,APPROVED
SP0013208,S23B91/002,A15829,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2024/2025,SEM2,2,1321887,2024-02-20,3TSCLPWJ52,APPROVED
SP0013209,S23B91/002,A15829,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2024/2025,SEM1,3,4647245,2024-09-26,DCCBZISC5B,APPROVED
SP0013210,S23B91/002,A15829,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2025/2026,SEM2,4,3626334,2025-02-28,3TG94GUXSG,PENDING
SP0013211,S23B91/002,A15829,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2025/2026,SEM1,5,4241361,2025-10-09,YNW355NDQ5,PENDING
SP0013212,S23B91/002,A15829,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2026/2027,SEM2,6,1652698,2026-01-22,5F1M0PFUAR,APPROVED
SP0013213,S23B91/004,A15832,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2023/2024,SEM1,1,2050132,2023-10-06,88U6RVBKZL,PENDING
SP0013214,S23B91/004,A15832,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2024/2025,SEM2,2,3291718,2024-01-30,W7W4XX89VY,APPROVED
SP0013215,S23B91/004,A15832,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2024/2025,SEM1,3,2634868,2024-09-15,OLOUZ7RY3Q,APPROVED
SP0013216,S23B91/004,A15832,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2025/2026,SEM2,4,3509366,2025-02-12,WTVD7WZWPM,PENDING
SP0013217,S23B91/004,A15832,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2025/2026,SEM1,5,981529,2025-09-16,4K0DMX2BOL,APPROVED
SP0013218,S23B91/004,A15832,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2026/2027,SEM2,6,2224668,2026-01-31,SGJPPRYDCF,APPROVED
SP0013219,S23B91/006,A15884,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2023/2024,SEM1,1,1912413,2023-09-17,HZDU6Y94TF,PENDING
SP0013220,S23B91/006,A15884,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2024/2025,SEM2,2,2868473,2024-02-06,G7UQ6WJHBR,PENDING
SP0013221,S23B91/006,A15884,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2024/2025,SEM1,3,2872636,2024-10-06,2SRIA4F8CI,PENDING
SP0013222,S23B91/006,A15884,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2025/2026,SEM2,4,1151810,2025-01-29,DNCH0D0174,PENDING
SP0013223,S23B91/006,A15884,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2025/2026,SEM1,5,2514129,2025-10-18,TBMK4MWP5A,APPROVED
SP0013224,S23B91/006,A15884,Bachelor of Laws (LLB),Alumni Foundation,FULL_SCHOLARSHIP,2026/2027,SEM2,6,2210282,2026-01-20,Y1RI2S6JDL,APPROVED
SP0013225,S23B91/008,A15895,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2023/2024,SEM1,1,1055749,2023-09-14,APQKPHE2YG,APPROVED
SP0013226,S23B91/008,A15895,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2024/2025,SEM2,2,3103916,2024-01-20,PDTKLYDRRP,PENDING
SP0013227,S23B91/008,A15895,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2024/2025,SEM1,3,3498525,2024-09-21,CNYKWX5H4K,APPROVED
SP0013228,S23B91/008,A15895,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2025/2026,SEM2,4,1106689,2025-01-22,F57W7WCTEN,APPROVED
SP0013229,S23B91/008,A15895,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2025/2026,SEM1,5,1371830,2025-10-23,SJAVS9ELYB,PENDING
SP0013230,S23B91/008,A15895,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2026/2027,SEM2,6,3450982,2026-01-30,K7K75976KF,APPROVED
SP0013231,S23B91/010,A15898,Bachelor of Laws (LLB),Corporate Scholarship,FULL_SCHOLARSHIP,2023/2024,SEM1,1,3024372,2023-10-24,74RCGILJUF,PENDING
SP0013232,S23B91/010,A15898,Bachelor of Laws (LLB),Corporate Scholarship,FULL_SCHOLARSHIP,2024/2025,SEM2,2,1374331,2024-01-31,DVNBN1Q0UR,APPROVED
SP0013233,S23B91/010,A15898,Bachelor of Laws (LLB),Corporate Scholarship,FULL_SCHOLARSHIP,2024/2025,SEM1,3,3176185,2024-09-21,LUSBHKXL57,APPROVED
SP0013234,S23B91/010,A15898,Bachelor of Laws (LLB),Corporate Scholarship,FULL_SCHOLARSHIP,2025/2026,SEM2,4,2690840,2025-01-13,73Y1YXQ18D,APPROVED
SP0013235,S23B91/010,A15898,Bachelor of Laws (LLB),Corporate Scholarship,FULL_SCHOLARSHIP,2025/2026,SEM1,5,4088906,2025-10-27,382VGQAG5Y,APPROVED
SP0013236,S23B91/010,A15898,Bachelor of Laws (LLB),Corporate Scholarship,FULL_SCHOLARSHIP,2026/2027,SEM2,6,2909114,2026-01-17,N4OQLRUOL8,APPROVED
SP0013237,S23B91/012,A15908,Bachelor of Laws (LLB),International Education Grant,PARTIAL_SCHOLARSHIP,2023/2024,SEM1,1,2911563,2023-10-09,AZHHNT1F36,APPROVED
SP0013238,S23B91/012,A15908,Bachelor of Laws (LLB),International Education Grant,PARTIAL_SCHOLARSHIP,2024/2025,SEM2,2,3662971,2024-01-31,BAPXEOF566,APPROVED
SP0013239,S23B91/012,A15908,Bachelor of Laws (LLB),International Education Grant,PARTIAL_SCHOLARSHIP,2024/2025,SEM1,3,2731308,2024-09-23,563GXXYA6U,APPROVED
SP0013240,S23B91/012,A15908,Bachelor of Laws (LLB),International Education Grant,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,4,3276658,2025-01-17,1ZUCL5QF78,APPROVED
SP0013241,S23B91/012,A15908,Bachelor of Laws (LLB),International Education Grant,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,5,3359394,2025-10-13,LHXSQOPSH6,APPROVED
SP0013242,S23B91/012,A15908,Bachelor of Laws (LLB),International Education Grant,PARTIAL_SCHOLARSHIP,2026/2027,SEM2,6,2371491,2026-01-18,5K68IC9ONI,APPROVED
SP0013243,S23B91/014,A15923,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2023/2024,SEM1,1,1192680,2023-10-30,0PF4RV14UH,APPROVED
SP0013244,S23B91/014,A15923,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2024/2025,SEM2,2,1717460,2024-02-08,S05JJC7NEH,APPROVED
SP0013245,S23B91/014,A15923,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2024/2025,SEM1,3,3507957,2024-10-07,J0CCU68QKM,APPROVED
SP0013246,S23B91/014,A15923,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2025/2026,SEM2,4,3271809,2025-02-07,RDBFWMH6VD,PENDING
SP0013247,S23B91/014,A15923,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2025/2026,SEM1,5,1573710,2025-10-04,FLYCDS87HY,APPROVED
SP0013248,S23B91/014,A15923,Bachelor of Laws (LLB),International Education Grant,NEED_BASED_AID,2026/2027,SEM2,6,3442303,2026-01-31,ILDDFQL9RZ,PENDING
SP0013249,S23B91/016,A15941,Bachelor of Laws (LLB),International Education Grant,FULL_SCHOLARSHIP,2023/2024,SEM1,1,3493553,2023-10-27,R03T42XQO2,PENDING
SP0013250,S23B91/016,A15941,Bachelor of Laws (LLB),International Education Grant,FULL_SCHOLARSHIP,2024/2025,SEM2,2,1194191,2024-01-26,DIM5E6D9H1,PENDING
SP0013251,S23B91/016,A15941,Bachelor of Laws (LLB),International Education Grant,FULL_SCHOLARSHIP,2024/2025,SEM1,3,2982669,2024-10-18,196XQU05VW,APPROVED
SP0013252,S23B91/016,A15941,Bachelor of Laws (LLB),International Education Grant,FULL_SCHOLARSHIP,2025/2026,SEM2,4,2165566,2025-01-20,NW2EV23S1F,PENDING
SP0013253,S23B91/016,A15941,Bachelor of Laws (LLB),International Education Grant,FULL_SCHOLARSHIP,2025/2026,SEM1,5,2217403,2025-10-12,0HC3X1ZHC4,APPROVED
SP0013254,S23B91/016,A15941,Bachelor of Laws (LLB),International Education Grant,FULL_SCHOLARSHIP,2026/2027,SEM2,6,1924741,2026-01-31,DKQ89SUWET,APPROVED
SP0013255,S23B91/018,A15987,Bachelor of Laws (LLB),Government Sponsorship,NEED_BASED_AID,2023/2024,SEM1,1,2229962,2023-10-22,JGQLHRAOHG,PENDING
SP0013256,S23B91/018,A15987,Bachelor of Laws (LLB),Government Sponsorship,NEED_BASED_AID,2024/2025,SEM2,2,3276551,2024-02-29,A5Q62WBXGS,APPROVED
SP0013257,S23B91/018,A15987,Bachelor of Laws (LLB),Government Sponsorship,NEED_BASED_AID,2024/2025,SEM1,3,5037868,2024-09-26,Q8PYNG81E2,APPROVED
