FACULTY,DEPARTMENT,PROGRAM,PROGRAM ID,SEMESTER_INDEX,COURSE_CODE,COURSE_TITLE,COURSE_UNITS,COURSE_TYPE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,1,BOS0107,Marketing Principles,3,ELECTIVE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,2,BOS0201,Financial Accounting,3,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,2,BOS0202,Managerial Accounting,4,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,2,BOS0203,Business Statistics,2,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,2,BOS0204,Organizational Behavior,3,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,2,BOS0205,Human Resource Management,3,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,2,BOS0206,Financial Management,3,ELECTIVE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,3,BOS0301,Operations Management,4,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,3,BOS0302,Strategic Management,2,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,3,BOS0303,Entrepreneurship,3,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,3,BOS0304,Business Law,3,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,3,BOS0305,Corporate Governance,3,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,3,BOS0306,Taxation,4,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,3,BOS0307,Procurement Management,2,ELECTIVE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,4,BOS0401,Supply Chain Management,2,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,4,BOS0402,Internship,3,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,4,BOS0403,Research Methods,3,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,4,BOS0404,Project,3,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,4,BOS0405,Principles of Management 2,4,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,4,BOS0406,Principles of Accounting 2,2,ELECTIVE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,5,BOS0501,Business Mathematics 2,3,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,5,BOS0502,Microeconomics 2,3,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,5,BOS0503,Macroeconomics 2,3,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,5,BOS0504,Business Communication 2,4,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,5,BOS0505,Marketing Principles 2,2,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,5,BOS0506,Financial Accounting 2,3,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,5,BOS0507,Managerial Accounting 2,3,ELECTIVE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,6,BOS0601,Business Statistics 2,3,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,6,BOS0602,Organizational Behavior 2,3,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,6,BOS0603,Human Resource Management 2,4,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,6,BOS0604,Financial Management 2,2,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,6,BOS0605,Operations Management 2,3,CORE
School of Business,Accounting,Bachelor of Science in Economics and Statistics,86,6,BOS0606,Strategic Management 2,3,ELECTIVE
School of Business,Business,Bachelor of Business Administration,76,1,BOB0101,Principles of Management,3,CORE
School of Business,Business,Bachelor of Business Administration,76,1,BOB0102,Principles of Accounting,3,CORE
School of Business,Business,Bachelor of Business Administration,76,1,BOB0103,Business Mathematics,4,CORE
School of Business,Business,Bachelor of Business Administration,76,1,BOB0104,Microeconomics,2,CORE
School of Business,Business,Bachelor of Business Administration,76,1,BOB0105,Macroeconomics,3,CORE
School of Business,Business,Bachelor of Business Administration,76,1,BOB0106,Business Communication,3,ELECTIVE
School of Business,Business,Bachelor of Business Administration,76,2,BOB0201,Marketing Principles,3,CORE
School of Business,Business,Bachelor of Business Administration,76,2,BOB0202,Financial Accounting,4,CORE
School of Business,Business,Bachelor of Business Administration,76,2,BOB0203,Managerial Accounting,2,CORE
School of Business,Business,Bachelor of Business Administration,76,2,BOB0204,Business Statistics,3,CORE
School of Business,Business,Bachelor of Business Administration,76,2,BOB0205,Organizational Behavior,3,CORE
School of Business,Business,Bachelor of Business Administration,76,2,BOB0206,Human Resource Management,3,CORE
School of Business,Business,Bachelor of Business Administration,76,2,BOB0207,Financial Management,4,ELECTIVE
School of Business,Business,Bachelor of Business Administration,76,3,BOB0301,Operations Management,4,CORE
School of Business,Business,Bachelor of Business Administration,76,3,BOB0302,Strategic Management,2,CORE
School of Business,Business,Bachelor of Business Administration,76,3,BOB0303,Entrepreneurship,3,CORE
School of Business,Business,Bachelor of Business Administration,76,3,BOB0304,Business Law,3,CORE
School of Business,Business,Bachelor of Business Administration,76,3,BOB0305,Corporate Governance,3,CORE
School of Business,Business,Bachelor of Business Administration,76,3,BOB0306,Taxation,4,ELECTIVE
School of Business,Business,Bachelor of Business Administration,76,4,BOB0401,Procurement Management,2,CORE
School of Business,Business,Bachelor of Business Administration,76,4,BOB0402,Supply Chain Management,3,CORE
School of Business,Business,Bachelor of Business Administration,76,4,BOB0403,Internship,3,CORE
School of Business,Business,Bachelor of Business Administration,76,4,BOB0404,Research Methods,3,CORE
School of Business,Business,Bachelor of Business Administration,76,4,BOB0405,Project,4,CORE
School of Business,Business,Bachelor of Business Administration,76,4,BOB0406,Principles of Management 2,2,CORE
School of Business,Business,Bachelor of Business Administration,76,4,BOB0407,Principles of Accounting 2,3,ELECTIVE
School of Business,Business,Bachelor of Business Administration,76,5,BOB0501,Business Mathematics 2,3,CORE
School of Business,Business,Bachelor of Business Administration,76,5,BOB0502,Microeconomics 2,3,CORE
School of Business,Business,Bachelor of Business Administration,76,5,BOB0503,Macroeconomics 2,3,CORE
School of Business,Business,Bachelor of Business Administration,76,5,BOB0504,Business Communication 2,4,CORE
School of Business,Business,Bachelor of Business Administration,76,5,BOB0505,Marketing Principles 2,2,CORE
School of Business,Business,Bachelor of Business Administration,76,5,BOB0506,Financial Accounting 2,3,ELECTIVE
School of Business,Business,Bachelor of Business Administration,76,6,BOB0601,Managerial Accounting 2,3,CORE
School of Business,Business,Bachelor of Business Administration,76,6,BOB0602,Business Statistics 2,3,CORE
School of Business,Business,Bachelor of Business Administration,76,6,BOB0603,Organizational Behavior 2,4,CORE
School of Business,Business,Bachelor of Business Administration,76,6,BOB0604,Human Resource Management 2,2,CORE
School of Business,Business,Bachelor of Business Administration,76,6,BOB0605,Financial Management 2,3,CORE
School of Business,Business,Bachelor of Business Administration,76,6,BOB0606,Operations Management 2,3,CORE
School of Business,Business,Bachelor of Business Administration,76,6,BOB0607,Strategic Management 2,3,ELECTIVE
School of Business,Business,Diploma in Business Administration,77,1,DIB0101,Principles of Management,3,CORE
School of Business,Business,Diploma in Business Administration,77,1,DIB0102,Principles of Accounting,3,CORE
School of Business,Business,Diploma in Business Administration,77,1,DIB0103,Business Mathematics,4,CORE
School of Business,Business,Diploma in Business Administration,77,1,DIB0104,Microeconomics,2,CORE
School of Business,Business,Diploma in Business Administration,77,1,DIB0105,Macroeconomics,3,CORE
School of Business,Business,Diploma in Business Administration,77,1,DIB0106,Business Communication,3,ELECTIVE
School of Business,Business,Diploma in Business Administration,77,2,DIB0201,Marketing Principles,3,CORE
School of Business,Business,Diploma in Business Administration,77,2,DIB0202,Financial Accounting,4,CORE
School of Business,Business,Diploma in Business Administration,77,2,DIB0203,Managerial Accounting,2,CORE
School of Business,Business,Diploma in Business Administration,77,2,DIB0204,Business Statistics,3,CORE
School of Business,Business,Diploma in Business Administration,77,2,DIB0205,Organizational Behavior,3,CORE
School of Business,Business,Diploma in Business Administration,77,2,DIB0206,Human Resource Management,3,CORE
School of Business,Business,Diploma in Business Administration,77,2,DIB0207,Financial Management,4,ELECTIVE
School of Business,Business,Diploma in Business Administration,77,3,DIB0301,Operations Management,4,CORE
School of Business,Business,Diploma in Business Administration,77,3,DIB0302,Strategic Management,2,CORE
School of Business,Business,Diploma in Business Administration,77,3,DIB0303,Entrepreneurship,3,CORE
School of Business,Business,Diploma in Business Administration,77,3,DIB0304,Business Law,3,CORE
School of Business,Business,Diploma in Business Administration,77,3,DIB0305,Corporate Governance,3,CORE
School of Business,Business,Diploma in Business Administration,77,3,DIB0306,Taxation,4,ELECTIVE
School of Business,Business,Diploma in Business Administration,77,4,DIB0401,Procurement Management,2,CORE
School of Business,Business,Diploma in Business Administration,77,4,DIB0402,Supply Chain Management,3,CORE
School of Business,Business,Diploma in Business Administration,77,4,DIB0403,Internship,3,CORE
School of Business,Business,Diploma in Business Administration,77,4,DIB0404,Research Methods,3,CORE
School of Business,Business,Diploma in Business Administration,77,4,DIB0405,Project,4,CORE
School of Business,Business,Diploma in Business Administration,77,4,DIB0406,Principles of Management 2,2,CORE
School of Business,Business,Diploma in Business Administration,77,4,DIB0407,Principles of Accounting 2,3,ELECTIVE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,1,MOA0101,Principles of Management,3,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,1,MOA0102,Principles of Accounting,3,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,1,MOA0103,Business Mathematics,4,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,1,MOA0104,Microeconomics,2,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,1,MOA0105,Macroeconomics,3,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,1,MOA0106,Business Communication,3,ELECTIVE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,2,MOA0201,Marketing Principles,3,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,2,MOA0202,Financial Accounting,4,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,2,MOA0203,Managerial Accounting,2,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,2,MOA0204,Business Statistics,3,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,2,MOA0205,Organizational Behavior,3,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,2,MOA0206,Human Resource Management,3,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,2,MOA0207,Financial Management,4,ELECTIVE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,3,MOA0301,Operations Management,4,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,3,MOA0302,Strategic Management,2,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,3,MOA0303,Entrepreneurship,3,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,3,MOA0304,Business Law,3,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,3,MOA0305,Corporate Governance,3,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,3,MOA0306,Taxation,4,ELECTIVE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,4,MOA0401,Procurement Management,2,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,4,MOA0402,Supply Chain Management,3,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,4,MOA0403,Internship,3,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,4,MOA0404,Research Methods,3,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,4,MOA0405,Project,4,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,4,MOA0406,Principles of Management 2,2,CORE
School of Business,Business,Master of Arts in Organizational Leadership and Management,75,4,MOA0407,Principles of Accounting 2,3,ELECTIVE
School of Business,Business,Master of Business Administration,74,1,MOB0101,Principles of Management,3,CORE
School of Business,Business,Master of Business Administration,74,1,MOB0102,Principles of Accounting,3,CORE
School of Business,Business,Master of Business Administration,74,1,MOB0103,Business Mathematics,4,CORE
School of Business,Business,Master of Business Administration,74,1,MOB0104,Microeconomics,2,CORE
School of Business,Business,Master of Business Administration,74,1,MOB0105,Macroeconomics,3,CORE
School of Business,Business,Master of Business Administration,74,1,MOB0106,Business Communication,3,ELECTIVE
School of Business,Business,Master of Business Administration,74,2,MOB0201,Marketing Principles,3,CORE
School of Business,Business,Master of Business Administration,74,2,MOB0202,Financial Accounting,4,CORE
School of Business,Business,Master of Business Administration,74,2,MOB0203,Managerial Accounting,2,CORE
School of Business,Business,Master of Business Administration,74,2,MOB0204,Business Statistics,3,CORE
School of Business,Business,Master of Business Administration,74,2,MOB0205,Organizational Behavior,3,CORE
School of Business,Business,Master of Business Administration,74,2,MOB0206,Human Resource Management,3,CORE
School of Business,Business,Master of Business Administration,74,2,MOB0207,Financial Management,4,ELECTIVE
School of Business,Business,Master of Business Administration,74,3,MOB0301,Operations Management,4,CORE
School of Business,Business,Master of Business Administration,74,3,MOB0302,Strategic Management,2,CORE
School of Business,Business,Master of Business Administration,74,3,MOB0303,Entrepreneurship,3,CORE
School of Business,Business,Master of Business Administration,74,3,MOB0304,Business Law,3,CORE
School of Business,Business,Master of Business Administration,74,3,MOB0305,Corporate Governance,3,CORE
School of Business,Business,Master of Business Administration,74,3,MOB0306,Taxation,4,ELECTIVE
School of Business,Business,Master of Business Administration,74,4,MOB0401,Procurement Management,2,CORE
School of Business,Business,Master of Business Administration,74,4,MOB0402,Supply Chain Management,3,CORE
School of Business,Business,Master of Business Administration,74,4,MOB0403,Internship,3,CORE
School of Business,Business,Master of Business Administration,74,4,MOB0404,Research Methods,3,CORE
School of Business,Business,Master of Business Administration,74,4,MOB0405,Project,4,CORE
School of Business,Business,Master of Business Administration,74,4,MOB0406,Principles of Management 2,2,CORE
School of Business,Business,Master of Business Administration,74,4,MOB0407,Principles of Accounting 2,3,ELECTIVE
School of Business,Human Resource,Bachelor of Human Resource Management,80,1,BOH0101,Principles of Management,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,1,BOH0102,Principles of Accounting,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,1,BOH0103,Business Mathematics,4,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,1,BOH0104,Microeconomics,2,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,1,BOH0105,Macroeconomics,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,1,BOH0106,Business Communication,3,ELECTIVE
School of Business,Human Resource,Bachelor of Human Resource Management,80,2,BOH0201,Marketing Principles,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,2,BOH0202,Financial Accounting,4,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,2,BOH0203,Managerial Accounting,2,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,2,BOH0204,Business Statistics,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,2,BOH0205,Organizational Behavior,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,2,BOH0206,Human Resource Management,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,2,BOH0207,Financial Management,4,ELECTIVE
School of Business,Human Resource,Bachelor of Human Resource Management,80,3,BOH0301,Operations Management,4,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,3,BOH0302,Strategic Management,2,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,3,BOH0303,Entrepreneurship,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,3,BOH0304,Business Law,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,3,BOH0305,Corporate Governance,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,3,BOH0306,Taxation,4,ELECTIVE
School of Business,Human Resource,Bachelor of Human Resource Management,80,4,BOH0401,Procurement Management,2,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,4,BOH0402,Supply Chain Management,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,4,BOH0403,Internship,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,4,BOH0404,Research Methods,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,4,BOH0405,Project,4,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,4,BOH0406,Principles of Management 2,2,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,4,BOH0407,Principles of Accounting 2,3,ELECTIVE
School of Business,Human Resource,Bachelor of Human Resource Management,80,5,BOH0501,Business Mathematics 2,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,5,BOH0502,Microeconomics 2,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,5,BOH0503,Macroeconomics 2,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,5,BOH0504,Business Communication 2,4,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,5,BOH0505,Marketing Principles 2,2,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,5,BOH0506,Financial Accounting 2,3,ELECTIVE
School of Business,Human Resource,Bachelor of Human Resource Management,80,6,BOH0601,Managerial Accounting 2,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,6,BOH0602,Business Statistics 2,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,6,BOH0603,Organizational Behavior 2,4,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,6,BOH0604,Human Resource Management 2,2,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,6,BOH0605,Financial Management 2,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,6,BOH0606,Operations Management 2,3,CORE
School of Business,Human Resource,Bachelor of Human Resource Management,80,6,BOH0607,Strategic Management 2,3,ELECTIVE
School of Business,Human Resource,Master of Human Resource Management,79,1,MOH0101,Principles of Management,3,CORE
School of Business,Human Resource,Master of Human Resource Management,79,1,MOH0102,Principles of Accounting,3,CORE
School of Business,Human Resource,Master of Human Resource Management,79,1,MOH0103,Business Mathematics,4,CORE
School of Business,Human Resource,Master of Human Resource Management,79,1,MOH0104,Microeconomics,2,CORE
School of Business,Human Resource,Master of Human Resource Management,79,1,MOH0105,Macroeconomics,3,CORE
School of Business,Human Resource,Master of Human Resource Management,79,1,MOH0106,Business Communication,3,ELECTIVE
School of Business,Human Resource,Master of Human Resource Management,79,2,MOH0201,Marketing Principles,3,CORE
School of Business,Human Resource,Master of Human Resource Management,79,2,MOH0202,Financial Accounting,4,CORE
School of Business,Human Resource,Master of Human Resource Management,79,2,MOH0203,Managerial Accounting,2,CORE
School of Business,Human Resource,Master of Human Resource Management,79,2,MOH0204,Business Statistics,3,CORE
School of Business,Human Resource,Master of Human Resource Management,79,2,MOH0205,Organizational Behavior,3,CORE
School of Business,Human Resource,Master of Human Resource Management,79,2,MOH0206,Human Resource Management,3,CORE
School of Business,Human Resource,Master of Human Resource Management,79,2,MOH0207,Financial Management,4,ELECTIVE
School of Business,Human Resource,Master of Human Resource Management,79,3,MOH0301,Operations Management,4,CORE
School of Business,Human Resource,Master of Human Resource Management,79,3,MOH0302,Strategic Management,2,CORE
School of Business,Human Resource,Master of Human Resource Management,79,3,MOH0303,Entrepreneurship,3,CORE
School of Business,Human Resource,Master of Human Resource Management,79,3,MOH0304,Business Law,3,CORE
School of Business,Human Resource,Master of Human Resource Management,79,3,MOH0305,Corporate Governance,3,CORE
School of Business,Human Resource,Master of Human Resource Management,79,3,MOH0306,Taxation,4,ELECTIVE
School of Business,Human Resource,Master of Human Resource Management,79,4,MOH0401,Procurement Management,2,CORE
School of Business,Human Resource,Master of Human Resource Management,79,4,MOH0402,Supply Chain Management,3,CORE
School of Business,Human Resource,Master of Human Resource Management,79,4,MOH0403,Internship,3,CORE
School of Business,Human Resource,Master of Human Resource Management,79,4,MOH0404,Research Methods,3,CORE
School of Business,Human Resource,Master of Human Resource Management,79,4,MOH0405,Project,4,CORE
School of Business,Human Resource,Master of Human Resource Management,79,4,MOH0406,Principles of Management 2,2,CORE
School of Business,Human Resource,Master of Human Resource Management,79,4,MOH0407,Principles of Accounting 2,3,ELECTIVE
School of Business,Human Resource,PGD Human Resource Management,78,1,PHR0101,Principles of Management,3,CORE
School of Business,Human Resource,PGD Human Resource Management,78,1,PHR0102,Principles of Accounting,3,CORE
School of Business,Human Resource,PGD Human Resource Management,78,1,PHR0103,Business Mathematics,4,CORE
School of Business,Human Resource,PGD Human Resource Management,78,1,PHR0104,Microeconomics,2,CORE
School of Business,Human Resource,PGD Human Resource Management,78,1,PHR0105,Macroeconomics,3,CORE
School of Business,Human Resource,PGD Human Resource Management,78,1,PHR0106,Business Communication,3,ELECTIVE
School of Business,Human Resource,PGD Human Resource Management,78,2,PHR0201,Marketing Principles,3,CORE
School of Business,Human Resource,PGD Human Resource Management,78,2,PHR0202,Financial Accounting,4,CORE
School of Business,Human Resource,PGD Human Resource Management,78,2,PHR0203,Managerial Accounting,2,CORE
School of Business,Human Resource,PGD Human Resource Management,78,2,PHR0204,Business Statistics,3,CORE
School of Business,Human Resource,PGD Human Resource Management,78,2,PHR0205,Organizational Behavior,3,CORE
School of Business,Human Resource,PGD Human Resource Management,78,2,PHR0206,Human Resource Management,3,CORE
School of Business,Human Resource,PGD Human Resource Management,78,2,PHR0207,Financial Management,4,ELECTIVE
School of Business,Human Resource,PGD Human Resource Management,78,3,PHR0301,Operations Management,4,CORE
School of Business,Human Resource,PGD Human Resource Management,78,3,PHR0302,Strategic Management,2,CORE
School of Business,Human Resource,PGD Human Resource Management,78,3,PHR0303,Entrepreneurship,3,CORE
School of Business,Human Resource,PGD Human Resource Management,78,3,PHR0304,Business Law,3,CORE
School of Business,Human Resource,PGD Human Resource Management,78,3,PHR0305,Corporate Governance,3,CORE
School of Business,Human Resource,PGD Human Resource Management,78,3,PHR0306,Taxation,4,ELECTIVE
School of Business,Human Resource,PGD Human Resource Management,78,4,PHR0401,Procurement Management,2,CORE
School of Business,Human Resource,PGD Human Resource Management,78,4,PHR0402,Supply Chain Management,3,CORE
School of Business,Human Resource,PGD Human Resource Management,78,4,PHR0403,Internship,3,CORE
School of Business,Human Resource,PGD Human Resource Management,78,4,PHR0404,Research Methods,3,CORE
School of Business,Human Resource,PGD Human Resource Management,78,4,PHR0405,Project,4,CORE
School of Business,Human Resource,PGD Human Resource Management,78,4,PHR0406,Principles of Management 2,2,CORE
School of Business,Human Resource,PGD Human Resource Management,78,4,PHR0407,Principles of Accounting 2,3,ELECTIVE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,1,BOP0101,Principles of Management,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,1,BOP0102,Principles of Accounting,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,1,BOP0103,Business Mathematics,4,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,1,BOP0104,Microeconomics,2,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,1,BOP0105,Macroeconomics,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,1,BOP0106,Business Communication,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,1,BOP0107,Marketing Principles,3,ELECTIVE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,2,BOP0201,Financial Accounting,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,2,BOP0202,Managerial Accounting,4,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,2,BOP0203,Business Statistics,2,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,2,BOP0204,Organizational Behavior,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,2,BOP0205,Human Resource Management,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,2,BOP0206,Financial Management,3,ELECTIVE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,3,BOP0301,Operations Management,4,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,3,BOP0302,Strategic Management,2,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,3,BOP0303,Entrepreneurship,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,3,BOP0304,Business Law,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,3,BOP0305,Corporate Governance,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,3,BOP0306,Taxation,4,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,3,BOP0307,Procurement Management,2,ELECTIVE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,4,BOP0401,Supply Chain Management,2,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,4,BOP0402,Internship,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,4,BOP0403,Research Methods,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,4,BOP0404,Project,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,4,BOP0405,Principles of Management 2,4,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,4,BOP0406,Principles of Accounting 2,2,ELECTIVE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,5,BOP0501,Business Mathematics 2,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,5,BOP0502,Microeconomics 2,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,5,BOP0503,Macroeconomics 2,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,5,BOP0504,Business Communication 2,4,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,5,BOP0505,Marketing Principles 2,2,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,5,BOP0506,Financial Accounting 2,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,5,BOP0507,Managerial Accounting 2,3,ELECTIVE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,6,BOP0601,Business Statistics 2,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,6,BOP0602,Organizational Behavior 2,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,6,BOP0603,Human Resource Management 2,4,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,6,BOP0604,Financial Management 2,2,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,6,BOP0605,Operations Management 2,3,CORE
School of Business,Procurement and Logistics Management,Bachelor of Procurement and Logistics Management,83,6,BOP0606,Strategic Management 2,3,ELECTIVE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,1,MOS0101,Principles of Management,3,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,1,MOS0102,Principles of Accounting,3,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,1,MOS0103,Business Mathematics,4,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,1,MOS0104,Microeconomics,2,CORE
