REG_NO,ACC_NO,PROGRAM,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP
M24B17/001,A14761,Bachelor of Education (Recess) (Upgrading Teachers),Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed
M24B17/004,A14785,Bachelor of Education (Recess) (Upgrading Teachers),Soroti Secondary School,Soroti,Tier 2,Public/Mixed
M24B17/007,A14801,Bachelor of Education (Recess) (Upgrading Teachers),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M24B17/009,A14819,Bachelor of Education (Recess) (Upgrading Teachers),Kotido Secondary School,Kotido,Tier 2,Public/Mixed
M24B17/013,A14850,Bachelor of Education (Recess) (Upgrading Teachers),Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
M25B17/001,A14763,Bachelor of Education (Recess) (Upgrading Teachers),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M25B17/004,A14781,Bachelor of Education (Recess) (Upgrading Teachers),Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
M25B17/007,A14805,Bachelor of Education (Recess) (Upgrading Teachers),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M25B17/009,A14817,Bachelor of Education (Recess) (Upgrading Teachers),Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
M25B17/013,A14847,Bachelor of Education (Recess) (Upgrading Teachers),Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
S23B17/001,A14764,Bachelor of Education (Recess) (Upgrading Teachers),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S23B17/003,A14768,Bachelor of Education (Recess) (Upgrading Teachers),Jinja Secondary School,Jinja,Tier 2,Public/Mixed
S23B17/005,A14778,Bachelor of Education (Recess) (Upgrading Teachers),Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
S23B17/007,A14789,Bachelor of Education (Recess) (Upgrading Teachers),Namasagali College,Kamuli,Tier 1,Private/Faith-based
S23B17/009,A14798,Bachelor of Education (Recess) (Upgrading Teachers),Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
S23B17/012,A14844,Bachelor of Education (Recess) (Upgrading Teachers),Pakwach Secondary School,Nebbi,Tier 2,Public/Mixed
S24B17/002,A14770,Bachelor of Education (Recess) (Upgrading Teachers),Gayaza High School,Kampala,Tier 1,Private/Faith-based
S24B17/004,A14782,Bachelor of Education (Recess) (Upgrading Teachers),Rakai Secondary School,Rakai,Tier 2,Public/Mixed
S24B17/006,A14806,Bachelor of Education (Recess) (Upgrading Teachers),Busoga High School,Iganga,Tier 2,Private/Faith-based
S24B17/008,A14824,Bachelor of Education (Recess) (Upgrading Teachers),Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
S24B17/010,A14841,Bachelor of Education (Recess) (Upgrading Teachers),St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
S24B17/012,A14852,Bachelor of Education (Recess) (Upgrading Teachers),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S24B17/014,A14862,Bachelor of Education (Recess) (Upgrading Teachers),Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
S25B17/002,A14795,Bachelor of Education (Recess) (Upgrading Teachers),St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S25B17/004,A14803,Bachelor of Education (Recess) (Upgrading Teachers),Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed
S25B17/007,A14823,Bachelor of Education (Recess) (Upgrading Teachers),Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
S25B17/009,A14831,Bachelor of Education (Recess) (Upgrading Teachers),St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
S25B17/012,A14860,Bachelor of Education (Recess) (Upgrading Teachers),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S25B17/014,A14867,Bachelor of Education (Recess) (Upgrading Teachers),Busoga High School,Iganga,Tier 2,Private/Faith-based
J23B16/003,A14894,Bachelor of Science in Education,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
J23B16/006,A14909,Bachelor of Science in Education,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
J23B16/008,A14919,Bachelor of Science in Education,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J23B16/010,A14928,Bachelor of Science in Education,Iganga Secondary School,Iganga,Tier 2,Public/Mixed
J23B16/013,A14953,Bachelor of Science in Education,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
J24B16/001,A14874,Bachelor of Science in Education,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J24B16/003,A14879,Bachelor of Science in Education,Nabumali High School,Mbale,Tier 1,Private/Faith-based
J24B16/005,A14905,Bachelor of Science in Education,Ngora High School,Soroti,Tier 2,Private/Faith-based
J24B16/008,A14959,Bachelor of Science in Education,Namasagali College,Kamuli,Tier 1,Private/Faith-based
J24B16/010,A14972,Bachelor of Science in Education,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J25B16/003,A14887,Bachelor of Science in Education,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based
J25B16/005,A14898,Bachelor of Science in Education,Makerere College School,Kampala,Tier 2,Private/Faith-based
J25B16/007,A14911,Bachelor of Science in Education,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
J25B16/009,A14926,Bachelor of Science in Education,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
J25B16/011,A14938,Bachelor of Science in Education,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed
J25B16/016,A14973,Bachelor of Science in Education,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KJ23B16/005,A14908,Bachelor of Science in Education,Kotido Secondary School,Kotido,Tier 2,Public/Mixed
KJ23B16/014,A14961,Bachelor of Science in Education,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
KJ23B16/017,A14979,Bachelor of Science in Education,Namasagali College,Kamuli,Tier 1,Private/Faith-based
KJ24B16/011,A14976,Bachelor of Science in Education,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
KJ25B16/012,A14939,Bachelor of Science in Education,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
KJ25B16/015,A14967,Bachelor of Science in Education,Muni Girls School,Arua,Tier 2,Private/Faith-based
KM23B16/005,A14913,Bachelor of Science in Education,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
KM24B16/003,A14897,Bachelor of Science in Education,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
KM25B16/008,A14917,Bachelor of Science in Education,Muni Girls School,Arua,Tier 2,Private/Faith-based
KM25B16/010,A14929,Bachelor of Science in Education,Gayaza High School,Kampala,Tier 1,Private/Faith-based
KS23B16/001,A14883,Bachelor of Science in Education,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
KS23B16/008,A14955,Bachelor of Science in Education,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
KS24B16/003,A14907,Bachelor of Science in Education,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
KS25B16/008,A14934,Bachelor of Science in Education,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
KS25B16/012,A14977,Bachelor of Science in Education,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
M23B16/002,A14882,Bachelor of Science in Education,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M23B16/004,A14910,Bachelor of Science in Education,King's College Budo,Kampala,Tier 1,Private/Faith-based
M23B16/007,A14945,Bachelor of Science in Education,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M23B16/009,A14957,Bachelor of Science in Education,Arua Public Secondary School,Arua,Tier 2,Public/Mixed
M23B16/011,A14960,Bachelor of Science in Education,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
M23B16/013,A14968,Bachelor of Science in Education,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M24B16/004,A14900,Bachelor of Science in Education,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M24B16/006,A14935,Bachelor of Science in Education,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
M24B16/009,A14970,Bachelor of Science in Education,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M25B16/001,A14881,Bachelor of Science in Education,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
M25B16/003,A14886,Bachelor of Science in Education,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M25B16/005,A14901,Bachelor of Science in Education,Hoima Secondary School,Hoima,Tier 2,Public/Mixed
M25B16/007,A14916,Bachelor of Science in Education,Ngora High School,Soroti,Tier 2,Private/Faith-based
M25B16/013,A14978,Bachelor of Science in Education,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S23B16/003,A14899,Bachelor of Science in Education,Kumi Secondary School,Kumi,Tier 2,Public/Mixed
S23B16/006,A14943,Bachelor of Science in Education,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S23B16/009,A14956,Bachelor of Science in Education,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
S24B16/004,A14921,Bachelor of Science in Education,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based
S24B16/006,A14940,Bachelor of Science in Education,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
S24B16/008,A14974,Bachelor of Science in Education,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S25B16/002,A14893,Bachelor of Science in Education,Ntare School,Kampala,Tier 1,Public/Mixed
S25B16/005,A14924,Bachelor of Science in Education,Soroti Secondary School,Soroti,Tier 2,Public/Mixed
S25B16/007,A14931,Bachelor of Science in Education,Ngora High School,Soroti,Tier 2,Private/Faith-based
S25B16/011,A14975,Bachelor of Science in Education,Muni Girls School,Arua,Tier 2,Private/Faith-based
J25C13/002,A14983,Higher Education Certificate (Arts),St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
J25C13/004,A14988,Higher Education Certificate (Arts),Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
J25C13/007,A15001,Higher Education Certificate (Arts),Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
J25C13/009,A15004,Higher Education Certificate (Arts),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J25C13/011,A15011,Higher Education Certificate (Arts),Kotido Secondary School,Kotido,Tier 2,Public/Mixed
J25C13/014,A15019,Higher Education Certificate (Arts),Tororo Girls School,Tororo,Tier 2,Private/Faith-based
J25C13/016,A15021,Higher Education Certificate (Arts),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J25C13/018,A15023,Higher Education Certificate (Arts),Mubende Secondary School,Mubende,Tier 2,Public/Mixed
KJ25C13/013,A15017,Higher Education Certificate (Arts),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KS25C13/011,A15010,Higher Education Certificate (Arts),Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
M25C13/001,A14984,Higher Education Certificate (Arts),Moroto High School,Moroto,Tier 2,Private/Faith-based
M25C13/003,A14992,Higher Education Certificate (Arts),Masaka Secondary School,Masaka,Tier 2,Public/Mixed
M25C13/005,A14999,Higher Education Certificate (Arts),Lira Town College,Lira,Tier 2,Private/Faith-based
M25C13/007,A15002,Higher Education Certificate (Arts),St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
M25C13/009,A15009,Higher Education Certificate (Arts),Busoga High School,Iganga,Tier 2,Private/Faith-based
M25C13/011,A15013,Higher Education Certificate (Arts),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M25C13/013,A15018,Higher Education Certificate (Arts),Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S25C13/002,A14987,Higher Education Certificate (Arts),St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
S25C13/004,A14994,Higher Education Certificate (Arts),Gulu High School,Gulu,Tier 2,Private/Faith-based
S25C13/006,A14996,Higher Education Certificate (Arts),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S25C13/008,A14998,Higher Education Certificate (Arts),Seeta High School,Kampala,Tier 2,Private/Faith-based
J25C15/002,A15026,Higher Education Certificate (Blended),Ngora High School,Soroti,Tier 2,Private/Faith-based
J25C15/006,A15034,Higher Education Certificate (Blended),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J25C15/008,A15038,Higher Education Certificate (Blended),Jinja Secondary School,Jinja,Tier 2,Public/Mixed
J25C15/011,A15044,Higher Education Certificate (Blended),St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
J25C15/013,A15052,Higher Education Certificate (Blended),Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
J25C15/015,A15056,Higher Education Certificate (Blended),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J25C15/017,A15060,Higher Education Certificate (Blended),Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
KJ25C15/003,A15029,Higher Education Certificate (Blended),Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
KJ25C15/009,A15041,Higher Education Certificate (Blended),Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
KM25C15/012,A15054,Higher Education Certificate (Blended),Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
KS25C15/005,A15049,Higher Education Certificate (Blended),Mbale Secondary School,Mbale,Tier 2,Public/Mixed
M25C15/001,A15025,Higher Education Certificate (Blended),Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed
M25C15/004,A15031,Higher Education Certificate (Blended),Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed
M25C15/006,A15040,Higher Education Certificate (Blended),Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
M25C15/008,A15045,Higher Education Certificate (Blended),Rakai Secondary School,Rakai,Tier 2,Public/Mixed
M25C15/010,A15051,Higher Education Certificate (Blended),Rakai Secondary School,Rakai,Tier 2,Public/Mixed
M25C15/013,A15065,Higher Education Certificate (Blended),Arua Public Secondary School,Arua,Tier 2,Public/Mixed
S25C15/002,A15035,Higher Education Certificate (Blended),Tororo Girls School,Tororo,Tier 2,Private/Faith-based
S25C15/006,A15050,Higher Education Certificate (Blended),St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S25C15/008,A15059,Higher Education Certificate (Blended),Butambala Secondary School,Butambala,Tier 2,Public/Mixed
S25C15/011,A15063,Higher Education Certificate (Blended),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J25C14/003,A15070,Higher Education Certificate (Sciences),Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
J25C14/005,A15077,Higher Education Certificate (Sciences),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J25C14/009,A15086,Higher Education Certificate (Sciences),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J25C14/011,A15090,Higher Education Certificate (Sciences),Mbarara High School,Mbarara,Tier 1,Private/Faith-based
KJ25C14/006,A15080,Higher Education Certificate (Sciences),Lira Town College,Lira,Tier 2,Private/Faith-based
KM25C14/006,A15084,Higher Education Certificate (Sciences),Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M25C14/001,A15068,Higher Education Certificate (Sciences),Mbale Secondary School,Mbale,Tier 2,Public/Mixed
M25C14/003,A15072,Higher Education Certificate (Sciences),Ntare School,Kampala,Tier 1,Public/Mixed
M25C14/005,A15074,Higher Education Certificate (Sciences),Seeta High School,Kampala,Tier 2,Private/Faith-based
M25C14/008,A15087,Higher Education Certificate (Sciences),Kumi Secondary School,Kumi,Tier 2,Public/Mixed
M25C14/010,A15095,Higher Education Certificate (Sciences),Kasese Secondary School,Kasese,Tier 2,Public/Mixed
M25C14/012,A15097,Higher Education Certificate (Sciences),Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed
M25C14/014,A15102,Higher Education Certificate (Sciences),Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
M25C14/016,A15106,Higher Education Certificate (Sciences),Arua Public Secondary School,Arua,Tier 2,Public/Mixed
S25C14/001,A15066,Higher Education Certificate (Sciences),Soroti Secondary School,Soroti,Tier 2,Public/Mixed
S25C14/003,A15078,Higher Education Certificate (Sciences),Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
S25C14/005,A15083,Higher Education Certificate (Sciences),Tororo Girls School,Tororo,Tier 2,Private/Faith-based
S25C14/007,A15092,Higher Education Certificate (Sciences),Gulu High School,Gulu,Tier 2,Private/Faith-based
S25C14/010,A15098,Higher Education Certificate (Sciences),Hoima Secondary School,Hoima,Tier 2,Public/Mixed
S25C14/012,A15101,Higher Education Certificate (Sciences),Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
S25C14/014,A15104,Higher Education Certificate (Sciences),Hoima Secondary School,Hoima,Tier 2,Public/Mixed
J23B08/003,A15130,MA Literature,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
J23B08/005,A15139,MA Literature,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
J23B08/007,A15145,MA Literature,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
J23B08/009,A15149,MA Literature,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
J23B08/011,A15162,MA Literature,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
J23B08/014,A15188,MA Literature,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
J24B08/001,A15154,MA Literature,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
J24B08/003,A15158,MA Literature,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
J24B08/005,A15163,MA Literature,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
J24B08/007,A15170,MA Literature,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
J24B08/010,A15182,MA Literature,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed
J24B08/013,A15202,MA Literature,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J25B08/003,A15135,MA Literature,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J25B08/006,A15184,MA Literature,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
J25B08/008,A15197,MA Literature,Muni Girls School,Arua,Tier 2,Private/Faith-based
KJ23B08/002,A15126,MA Literature,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
KJ23B08/015,A15190,MA Literature,Gayaza High School,Kampala,Tier 1,Private/Faith-based
KJ24B08/008,A15171,MA Literature,Seeta High School,Kampala,Tier 2,Private/Faith-based
KJ25B08/001,A15119,MA Literature,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KM23B08/003,A15138,MA Literature,Gulu High School,Gulu,Tier 2,Private/Faith-based
KM23B08/009,A15213,MA Literature,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KM24B08/008,A15141,MA Literature,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
KM24B08/014,A15210,MA Literature,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
KM25B08/005,A15120,MA Literature,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
KM25B08/008,A15128,MA Literature,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
KS23B08/002,A15112,MA Literature,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KS24B08/003,A15147,MA Literature,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
KS24B08/006,A15195,MA Literature,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
KS25B08/010,A15212,MA Literature,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M23B08/002,A15134,MA Literature,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
M23B08/006,A15186,MA Literature,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M23B08/008,A15209,MA Literature,Mityana Secondary School,Mityana,Tier 2,Public/Mixed
M23B08/011,A15215,MA Literature,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed
M24B08/003,A15113,MA Literature,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
M24B08/005,A15129,MA Literature,Makerere College School,Kampala,Tier 2,Private/Faith-based
M24B08/007,A15133,MA Literature,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M24B08/010,A15156,MA Literature,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
M24B08/013,A15207,MA Literature,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M25B08/002,A15116,MA Literature,Arua Public Secondary School,Arua,Tier 2,Public/Mixed
M25B08/006,A15124,MA Literature,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
M25B08/011,A15164,MA Literature,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M25B08/013,A15175,MA Literature,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
M25B08/015,A15185,MA Literature,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
S23B08/001,A15111,MA Literature,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S23B08/004,A15132,MA Literature,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S23B08/006,A15169,MA Literature,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S23B08/009,A15196,MA Literature,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
S23B08/011,A15208,MA Literature,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
S24B08/002,A15143,MA Literature,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
S24B08/007,A15198,MA Literature,Seeta High School,Kampala,Tier 2,Private/Faith-based
S25B08/001,A15153,MA Literature,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S25B08/003,A15173,MA Literature,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S25B08/005,A15181,MA Literature,Mityana Secondary School,Mityana,Tier 2,Public/Mixed
S25B08/008,A15206,MA Literature,Arua Public Secondary School,Arua,Tier 2,Public/Mixed
S25B08/011,A15216,MA Literature,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
J24M07/002,A15236,Master of Education Administration and Management,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
J24M07/005,A15258,Master of Education Administration and Management,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J25M07/003,A15231,Master of Education Administration and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J25M07/005,A15239,Master of Education Administration and Management,Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed
KJ24M07/004,A15247,Master of Education Administration and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
KJ25M07/002,A15222,Master of Education Administration and Management,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed
KM24M07/002,A15249,Master of Education Administration and Management,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
KS24M07/002,A15220,Master of Education Administration and Management,Gulu High School,Gulu,Tier 2,Private/Faith-based
KS25M07/008,A15259,Master of Education Administration and Management,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
M24M07/003,A15252,Master of Education Administration and Management,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
M24M07/005,A15261,Master of Education Administration and Management,Butambala Secondary School,Butambala,Tier 2,Public/Mixed
M25M07/003,A15250,Master of Education Administration and Management,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
M25M07/005,A15254,Master of Education Administration and Management,King's College Budo,Kampala,Tier 1,Private/Faith-based
S24M07/001,A15219,Master of Education Administration and Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S24M07/004,A15228,Master of Education Administration and Management,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
S24M07/006,A15230,Master of Education Administration and Management,Soroti Secondary School,Soroti,Tier 2,Public/Mixed
S24M07/008,A15240,Master of Education Administration and Management,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
S24M07/010,A15253,Master of Education Administration and Management,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S25M07/001,A15223,Master of Education Administration and Management,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
S25M07/003,A15233,Master of Education Administration and Management,Muni Girls School,Arua,Tier 2,Private/Faith-based
S25M07/005,A15241,Master of Education Administration and Management,Makerere College School,Kampala,Tier 2,Private/Faith-based
J24M10/002,A15273,Master of Education in Curriculum Studies,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J25M10/001,A15263,Master of Education in Curriculum Studies,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J25M10/003,A15292,Master of Education in Curriculum Studies,Seeta High School,Kampala,Tier 2,Private/Faith-based
KJ24M10/004,A15293,Master of Education in Curriculum Studies,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KM24M10/006,A15276,Master of Education in Curriculum Studies,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
KS24M10/003,A15286,Master of Education in Curriculum Studies,Moroto High School,Moroto,Tier 2,Private/Faith-based
KS25M10/008,A15302,Master of Education in Curriculum Studies,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
M24M10/002,A15268,Master of Education in Curriculum Studies,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M24M10/004,A15272,Master of Education in Curriculum Studies,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M24M10/007,A15279,Master of Education in Curriculum Studies,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
M24M10/009,A15297,Master of Education in Curriculum Studies,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M25M10/002,A15280,Master of Education in Curriculum Studies,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
M25M10/004,A15289,Master of Education in Curriculum Studies,Iganga Secondary School,Iganga,Tier 2,Public/Mixed
M25M10/007,A15299,Master of Education in Curriculum Studies,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M25M10/009,A15303,Master of Education in Curriculum Studies,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
S24M10/002,A15278,Master of Education in Curriculum Studies,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
S24M10/005,A15290,Master of Education in Curriculum Studies,Nabumali High School,Mbale,Tier 1,Private/Faith-based
S24M10/007,A15298,Master of Education in Curriculum Studies,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S25M10/003,A15271,Master of Education in Curriculum Studies,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
S25M10/005,A15283,Master of Education in Curriculum Studies,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
S25M10/007,A15287,Master of Education in Curriculum Studies,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
J24M11/002,A15314,Master of Educational Psychology,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J24M11/005,A15320,Master of Educational Psychology,Kotido Secondary School,Kotido,Tier 2,Public/Mixed
J24M11/007,A15335,Master of Educational Psychology,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
J25M11/002,A15305,Master of Educational Psychology,Gulu High School,Gulu,Tier 2,Private/Faith-based
J25M11/004,A15327,Master of Educational Psychology,Lira Town College,Lira,Tier 2,Private/Faith-based
J25M11/007,A15337,Master of Educational Psychology,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
KJ24M11/003,A15316,Master of Educational Psychology,Iganga Secondary School,Iganga,Tier 2,Public/Mixed
KJ25M11/008,A15339,Master of Educational Psychology,Seeta High School,Kampala,Tier 2,Private/Faith-based
KM24M11/009,A15340,Master of Educational Psychology,Ntare School,Kampala,Tier 1,Public/Mixed
