payment_id,student_id,payment_date,year,amount,tuition_national,tuition_international,functional_fees,payment_method,status,semester
PAY000434,J21B04/001,2025-04-23,2025,2321673.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000435,J21B04/001,2024-02-25,2024,2705534.0,1818000.0,0.0,983000.0,Bank Transfer,Completed,Jan (Easter Semester)
PAY000436,J21B04/001,2025-04-10,2026,1037017.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000437,M21B04/001,2024-02-10,2023,1155390.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000438,M21B04/001,2024-12-31,2026,1304873.0,1818000.0,0.0,983000.0,Credit Card,Failed,Jan (Easter Semester)
PAY000439,J23B04/001,2025-04-05,2023,957715.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000440,J23B04/001,2023-07-15,2026,2519415.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000441,J23B04/001,2025-06-26,2026,1580149.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000442,J23B04/001,2024-07-08,2026,1816648.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000443,J23B04/001,2024-12-11,2024,2181574.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000444,J23B04/001,2025-11-12,2025,2592576.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000445,M21B04/002,2025-06-28,2026,1196162.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000446,M21B04/002,2024-06-28,2026,1966904.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000447,S24B04/005,2026-01-10,2024,1461511.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000448,S22B04/001,2024-01-13,2023,968070.0,1818000.0,0.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000449,S22B04/001,2023-05-28,2023,2424210.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000450,S22B04/001,2023-08-01,2025,1729237.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000451,S22B04/001,2025-05-25,2025,2473210.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000452,S22B04/001,2025-06-28,2023,2583686.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000453,S22B04/001,2024-08-10,2026,1923577.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000454,S23B04/001,2025-03-02,2025,1937572.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000455,M22B04/002,2024-07-12,2024,2270742.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000456,M22B04/002,2024-11-23,2024,973553.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000457,M22B04/002,2025-07-20,2023,2690736.0,1818000.0,0.0,983000.0,Cash,Completed,May (Trinity Semester)
PAY000458,M22B04/002,2024-01-04,2026,2613698.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000459,M22B04/002,2023-12-25,2024,1765603.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000460,M22B04/002,2023-08-05,2023,2474903.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000461,M22B04/003,2023-08-23,2025,1111912.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000462,S21B04/001,2025-03-30,2024,3284957.0,0.0,2727000.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000463,S21B04/001,2024-12-05,2024,3327127.0,0.0,2727000.0,983000.0,Cash,Pending,September (Advent)
PAY000464,S21B04/001,2024-02-22,2025,3427735.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000465,S21B04/001,2025-05-06,2024,1913869.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000466,S24B04/006,2024-08-31,2025,1478716.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000467,S24B04/006,2024-05-02,2023,1111044.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000468,S21B04/002,2024-02-02,2025,2119294.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000469,S21B04/002,2025-09-01,2023,936731.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000470,S21B04/002,2024-08-12,2026,1217041.0,1818000.0,0.0,983000.0,Credit Card,Failed,Jan (Easter Semester)
PAY000471,S21B04/002,2024-04-01,2024,1031936.0,1818000.0,0.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000472,S21B04/002,2024-02-12,2023,1246723.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000473,S21B04/002,2024-05-19,2024,2081568.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000474,S23B04/002,2026-02-10,2024,907105.0,1818000.0,0.0,983000.0,Mobile Money,Failed,September (Advent)
PAY000475,S23B04/002,2024-12-27,2024,2619476.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000476,S23B04/002,2023-08-09,2026,2471941.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000477,S23B04/002,2023-09-24,2026,1730568.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000478,S23B04/002,2025-05-26,2026,2054410.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000479,S24B04/007,2025-07-31,2026,2223700.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000480,S24B04/007,2024-07-13,2023,1122683.0,0.0,2727000.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000481,S24B04/007,2023-06-30,2024,2225024.0,0.0,2727000.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000482,S21B04/003,2025-09-07,2024,1674694.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000483,S21B04/003,2023-03-10,2024,2139668.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000484,S21B04/003,2024-05-18,2023,1040844.0,1818000.0,0.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000485,S21B04/003,2024-03-11,2026,2499581.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000486,J21B04/002,2023-03-28,2024,1632219.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000487,J21B04/002,2025-02-10,2024,1010297.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000488,S23B04/003,2024-05-01,2026,2695593.0,1818000.0,0.0,983000.0,Cash,Completed,Jan (Easter Semester)
PAY000489,S22B04/002,2025-08-10,2023,2386742.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000490,S22B04/002,2026-01-14,2023,1786506.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000491,S22B04/002,2023-05-07,2024,1519181.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000492,S22B04/002,2024-12-03,2024,1262765.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000493,S22B04/002,2023-07-12,2024,1443107.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000494,M24B04/001,2024-09-23,2023,1044906.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000495,M24B04/001,2024-10-15,2026,1961305.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000496,M24B04/001,2025-01-31,2026,1133095.0,1818000.0,0.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000497,M24B04/001,2023-07-19,2025,1454446.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000498,M24B04/002,2025-10-31,2024,1921384.0,0.0,2727000.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000499,M24B04/002,2023-06-06,2026,2855176.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000500,M22B04/004,2024-06-02,2023,2799687.0,1818000.0,0.0,983000.0,Mobile Money,Completed,September (Advent)
PAY000501,M22B04/004,2023-08-20,2026,1587659.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000502,M22B04/005,2023-07-19,2025,3401192.0,0.0,2727000.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000503,M22B04/005,2024-02-09,2026,1131713.0,0.0,2727000.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000504,M22B04/005,2025-04-03,2023,2719626.0,0.0,2727000.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000505,M24B04/003,2024-12-04,2024,1922299.0,0.0,2727000.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000506,J22B04/001,2023-12-04,2025,1904244.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000507,J22B04/001,2024-03-31,2026,1676224.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000508,J21B04/003,2024-12-20,2024,1590501.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000509,J24B04/001,2024-12-15,2026,2454309.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000510,S24B04/008,2025-05-15,2026,846586.0,1818000.0,0.0,983000.0,Mobile Money,Failed,September (Advent)
PAY000511,S24B04/008,2025-09-26,2026,2161956.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000512,S24B04/008,2024-09-12,2025,943745.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000513,S24B04/009,2024-02-06,2025,2373896.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000514,S24B04/009,2023-03-02,2023,1126839.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000515,M24B04/004,2024-06-25,2025,1482176.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000516,M24B04/004,2025-03-18,2024,943083.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000517,M22B04/006,2023-05-13,2023,2131598.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000518,M22B04/006,2025-06-17,2026,2455855.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000519,M22B04/006,2024-08-15,2026,2214078.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000520,M22B04/006,2025-12-08,2026,2032426.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000521,M22B04/006,2025-11-02,2025,2748965.0,1818000.0,0.0,983000.0,Mobile Money,Completed,September (Advent)
PAY000522,M22B04/006,2025-11-27,2026,1679514.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000523,M22B04/007,2025-10-30,2023,1239587.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000524,M22B04/007,2023-04-25,2024,2651583.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000525,M22B04/007,2023-12-09,2023,1386806.0,1818000.0,0.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000526,S21B04/004,2023-03-20,2026,1558343.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000527,S21B04/004,2025-03-23,2023,2156472.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000528,S21B04/004,2023-07-14,2023,1520773.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000529,S21B04/004,2023-03-17,2026,1169015.0,1818000.0,0.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000530,J24B04/002,2024-04-03,2025,2379772.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000531,J24B04/002,2024-06-29,2024,2456948.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000532,J24B04/002,2025-02-25,2025,1872368.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000533,J24B04/002,2024-03-23,2024,1550107.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000534,J24B04/002,2024-12-16,2025,2679895.0,1818000.0,0.0,983000.0,Mobile Money,Completed,May (Trinity Semester)
PAY000535,J24B04/002,2025-05-28,2024,1223995.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000536,J21B04/004,2024-05-21,2025,1948241.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000537,J21B04/004,2025-02-01,2023,2368699.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000538,J21B04/004,2023-10-04,2025,916563.0,1818000.0,0.0,983000.0,Credit Card,Failed,Jan (Easter Semester)
PAY000539,J21B04/004,2024-02-23,2024,1251357.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000540,J21B04/004,2023-04-14,2025,2009488.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000541,J21B04/004,2023-08-13,2025,1033863.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000542,M23B04/001,2025-02-13,2024,1090513.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,May (Trinity Semester)
PAY000543,M23B04/001,2024-05-09,2026,1499243.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000544,M23B04/001,2023-08-14,2023,2530173.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000545,M23B04/001,2025-02-22,2024,2171603.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000546,M23B04/001,2024-07-06,2025,1425594.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000547,M23B04/001,2023-12-28,2026,1653051.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000548,M24B05/001,2025-04-25,2024,909115.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000549,J21B05/001,2023-05-22,2024,1036755.0,1818000.0,0.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000550,J21B05/001,2024-12-29,2025,1697204.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000551,J21B05/001,2025-01-06,2024,1486805.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000552,J21B05/001,2023-07-07,2026,1887459.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000553,J21B05/001,2025-10-15,2023,1811715.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000554,S24B05/001,2024-02-21,2023,2588494.0,0.0,2727000.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000555,S24B05/001,2023-09-21,2026,2667628.0,0.0,2727000.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000556,S24B05/001,2023-12-17,2024,1406665.0,0.0,2727000.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000557,S24B05/001,2023-05-24,2025,1660298.0,0.0,2727000.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000558,S24B05/001,2024-10-06,2023,3126140.0,0.0,2727000.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000559,S24B05/001,2024-05-04,2024,2071232.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000560,J24B05/001,2024-05-22,2024,2201128.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000561,J24B05/001,2025-01-07,2023,1245665.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000562,J24B05/001,2023-07-08,2024,875995.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000563,J24B05/001,2026-01-07,2025,2174213.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000564,J24B05/001,2026-01-02,2024,2645453.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000565,J24B05/001,2025-09-12,2024,2778760.0,1818000.0,0.0,983000.0,Bank Transfer,Completed,Jan (Easter Semester)
PAY000566,M21B05/001,2024-02-27,2026,1167870.0,1818000.0,0.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000567,M21B05/001,2025-11-23,2026,1112733.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000568,M21B05/001,2025-06-13,2026,933925.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000569,J22B05/001,2025-07-21,2026,1935068.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000570,J24B05/002,2023-03-07,2023,1157046.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000571,J24B05/002,2023-05-27,2023,1177068.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,May (Trinity Semester)
PAY000572,J24B05/002,2023-09-06,2025,2191842.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000573,J24B05/002,2026-02-03,2024,866007.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000574,J24B05/002,2023-10-24,2024,1395521.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000575,J24B05/002,2024-02-21,2024,1875397.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000576,M22B05/001,2024-09-03,2026,877868.0,1818000.0,0.0,983000.0,Mobile Money,Failed,September (Advent)
PAY000577,M22B05/001,2023-12-13,2024,1604586.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000578,M23B05/001,2025-10-01,2023,2334058.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000579,M23B05/001,2023-06-09,2026,1542129.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000580,M23B05/001,2024-03-18,2025,2113563.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000581,M23B05/001,2024-04-07,2025,2595736.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000582,M23B05/001,2025-06-08,2025,1444940.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000583,M21B05/002,2023-08-18,2023,1756311.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000584,M21B05/002,2025-05-27,2026,1285699.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000585,M22B05/002,2023-05-09,2026,2636695.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000586,M22B05/002,2023-06-25,2025,1653134.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000587,M22B05/002,2024-03-25,2023,1149861.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000588,S24B05/002,2025-05-09,2026,2653038.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000589,M23B05/002,2024-10-16,2025,2096310.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000590,M23B05/002,2024-06-17,2023,1626421.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000591,M23B05/002,2023-11-03,2025,1477177.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000592,M23B05/002,2025-09-05,2024,2187183.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000593,M23B05/003,2025-09-11,2024,1954224.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000594,M23B05/003,2023-12-03,2025,1918255.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000595,M23B05/003,2025-09-27,2023,840541.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000596,M23B05/003,2026-01-17,2026,1225143.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,May (Trinity Semester)
PAY000597,M23B05/003,2023-02-21,2026,1826603.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000598,J24B05/003,2026-01-10,2024,2719890.0,1818000.0,0.0,983000.0,Cash,Completed,September (Advent)
PAY000599,J22B05/002,2024-06-25,2023,1586187.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000600,J22B05/002,2025-07-11,2025,2272308.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000601,M23B05/004,2025-08-09,2023,2110585.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000602,M23B05/004,2024-07-01,2025,1780146.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000603,M23B05/004,2023-05-03,2026,2589866.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000604,M23B05/004,2025-07-23,2025,2359608.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000605,M23B05/004,2026-01-07,2023,2146692.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000606,M22B05/003,2026-02-07,2024,2520830.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000607,S22B05/001,2024-09-17,2025,1221077.0,0.0,2727000.0,983000.0,Credit Card,Failed,September (Advent)
PAY000608,S22B05/001,2023-12-25,2023,2147457.0,0.0,2727000.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000609,S22B05/001,2025-01-23,2023,1926861.0,0.0,2727000.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000610,S22B05/001,2025-01-27,2023,3485621.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000611,S22B05/001,2024-04-08,2024,1523388.0,0.0,2727000.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000612,S22B05/001,2026-02-02,2026,2212985.0,0.0,2727000.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000613,S21B05/001,2026-01-04,2026,2723070.0,1818000.0,0.0,983000.0,Credit Card,Completed,Jan (Easter Semester)
PAY000614,S21B05/001,2024-09-25,2025,888369.0,1818000.0,0.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000615,S21B05/001,2024-08-01,2025,2201477.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000616,S21B05/001,2025-11-01,2025,1226561.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000617,S21B05/001,2025-03-26,2024,1970339.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000618,S21B05/001,2024-01-06,2023,1982532.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000619,S22B05/002,2025-08-07,2025,3658776.0,0.0,2727000.0,983000.0,Bank Transfer,Completed,Jan (Easter Semester)
PAY000620,S22B05/002,2023-09-15,2023,1586545.0,0.0,2727000.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000621,S22B05/002,2024-04-03,2023,3180853.0,0.0,2727000.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000622,S22B05/002,2025-01-22,2026,1516118.0,0.0,2727000.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000623,J22B05/003,2024-08-13,2023,1992421.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000624,M21B05/003,2025-12-03,2026,860097.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000625,M21B05/003,2023-05-25,2026,2601848.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000626,S23B05/001,2025-10-09,2023,2792582.0,1818000.0,0.0,983000.0,Bank Transfer,Completed,May (Trinity Semester)
PAY000627,S23B05/001,2026-01-20,2025,1308999.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000628,S23B05/001,2024-08-02,2026,2579119.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000629,S23B05/002,2023-05-23,2023,1009840.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000630,S23B05/002,2023-03-25,2024,2469380.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000631,S23B05/002,2024-04-11,2023,1043755.0,1818000.0,0.0,983000.0,Credit Card,Failed,Jan (Easter Semester)
PAY000632,S23B05/002,2024-08-16,2025,990211.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000633,J22B05/004,2023-07-23,2025,2249499.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000634,S21B05/002,2024-12-15,2026,1854026.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000635,S21B05/002,2025-06-07,2024,2452997.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000636,S21B05/002,2023-10-15,2026,955394.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000637,S21B05/002,2025-03-26,2024,1862638.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000638,J23B05/001,2024-04-01,2026,2461094.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000639,S23B05/003,2025-02-12,2023,2083083.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000640,S23B05/003,2024-09-02,2026,2378647.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000641,S23B05/003,2025-01-21,2026,1681046.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000642,J22B05/005,2024-09-16,2025,1940214.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000643,J22B05/005,2024-11-27,2026,2719293.0,1818000.0,0.0,983000.0,Credit Card,Completed,September (Advent)
PAY000644,J22B05/005,2024-03-26,2023,2152976.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000645,J22B05/005,2024-04-04,2026,1770301.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000646,M23B05/005,2025-02-11,2025,2207388.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000647,M24B05/002,2025-11-19,2023,1446418.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000648,M24B05/002,2026-01-25,2024,1649478.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000649,M24B05/002,2024-07-24,2025,1725737.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
