grade_id,student_id,course_code,coursework_score,exam_score,grade,letter_grade,fcw,exam_status,absence_reason,semester,year,exam_date
GRD000437,J21B03/001,COURSE019,49.75,,29.85,MEX,False,MEX,Tuition fee arrears - unable to sit exam,May 2023 (Trinity Semester),2024,2024-09-12
GRD000438,J21B03/001,COURSE189,46.34,89.96,63.79,C,False,Completed,,May 2022 (Trinity Semester),2023,2023-12-07
GRD000439,J21B03/001,COURSE095,65.16,61.64,63.75,C,False,Completed,,May 2023 (Trinity Semester),2024,2024-09-29
GRD000440,J21B03/001,COURSE158,72.26,73.01,72.56,B,False,Completed,,Jan 2024 (Easter Semester),2024,2024-08-27
GRD000441,S22B03/002,COURSE052,81.78,53.85,70.61,B,False,Completed,,Jan 2024 (Easter Semester),2025,2025-01-06
GRD000442,S22B03/002,COURSE099,71.04,51.33,63.16,C,False,Completed,,Jan 2025 (Easter Semester),2026,2026-01-17
GRD000443,S22B03/002,COURSE070,62.15,65.85,63.63,C,False,Completed,,Jan 2022 (Easter Semester),2023,2023-03-19
GRD000444,S22B03/002,COURSE077,67.32,66.65,67.05,C,False,Completed,,May 2025 (Trinity Semester),2025,2025-12-23
GRD000445,S22B03/002,COURSE095,77.03,56.05,68.64,C,False,Completed,,Jan 2025 (Easter Semester),2025,2025-01-26
GRD000446,S22B03/002,COURSE109,67.73,53.62,62.09,C,False,Completed,,September 2025 (Advent),2025,2025-08-24
GRD000447,S22B03/002,COURSE006,100.0,51.31,80.52,A,False,Completed,,Jan 2025 (Easter Semester),2025,2025-10-07
GRD000448,J21B03/002,COURSE198,54.49,78.24,63.99,C,False,Completed,,May 2023 (Trinity Semester),2023,2023-04-19
GRD000449,J21B03/002,COURSE157,58.56,78.25,66.44,C,False,Completed,,September 2022 (Advent),2023,2023-12-19
GRD000450,J21B03/002,COURSE070,67.3,21.77,49.09,FEX,False,FEX,Disciplinary action,Jan 2024 (Easter Semester),2025,2025-10-27
GRD000451,J21B03/002,COURSE005,53.71,53.17,53.49,D,False,Completed,,Jan 2024 (Easter Semester),2025,2025-11-23
GRD000452,J21B03/002,COURSE101,59.12,62.38,60.42,C,False,Completed,,May 2023 (Trinity Semester),2023,2023-03-07
GRD000453,J21B03/002,COURSE105,52.52,63.36,56.86,D,False,Completed,,Jan 2024 (Easter Semester),2025,2025-09-07
GRD000454,J21B03/002,COURSE078,48.59,76.34,59.69,D,False,Completed,,Jan 2022 (Easter Semester),2023,2023-08-31
GRD000455,M22B03/002,COURSE004,79.21,54.44,69.3,C,False,Completed,,September 2023 (Advent),2024,2024-08-09
GRD000456,M22B03/002,COURSE036,53.6,67.67,59.23,D,False,Completed,,Jan 2022 (Easter Semester),2023,2023-11-25
GRD000457,M22B03/002,COURSE135,83.98,87.3,85.31,A,False,Completed,,September 2026 (Advent),2026,2026-01-09
GRD000458,M24B03/003,COURSE138,43.96,80.09,58.41,D,False,Completed,,September 2023 (Advent),2023,2023-05-08
GRD000459,M24B03/003,COURSE069,64.08,64.37,64.2,C,False,Completed,,Jan 2025 (Easter Semester),2025,2025-03-11
GRD000460,M24B03/003,COURSE076,72.57,57.79,66.66,C,False,Completed,,Jan 2024 (Easter Semester),2024,2024-03-17
GRD000461,M24B03/003,COURSE085,81.45,86.36,83.41,A,False,Completed,,May 2024 (Trinity Semester),2025,2025-10-17
GRD000462,M24B03/003,COURSE084,86.92,37.34,67.09,C,False,Completed,,Jan 2025 (Easter Semester),2025,2025-12-05
GRD000463,J24B03/003,COURSE140,61.56,35.97,51.32,D,False,Completed,,Jan 2025 (Easter Semester),2025,2025-12-07
GRD000464,J24B03/003,COURSE006,53.52,29.04,43.73,F,False,Completed,,September 2022 (Advent),2023,2023-03-05
GRD000465,J24B03/003,COURSE051,71.75,68.29,70.37,B,False,Completed,,Jan 2024 (Easter Semester),2025,2025-04-14
GRD000466,J24B03/003,COURSE183,58.51,53.13,56.36,D,False,Completed,,September 2025 (Advent),2026,2026-02-11
GRD000467,J24B03/003,COURSE125,69.71,,41.83,MEX,False,MEX,Financial constraints - pending fees,May 2023 (Trinity Semester),2023,2023-11-25
GRD000468,J24B03/004,COURSE136,49.83,48.81,49.42,F,False,Completed,,Jan 2025 (Easter Semester),2025,2025-10-15
GRD000469,J24B03/004,COURSE148,46.96,61.94,52.95,D,False,Completed,,May 2024 (Trinity Semester),2025,2025-06-15
GRD000470,J24B03/004,COURSE124,56.27,59.24,57.46,D,False,Completed,,Jan 2025 (Easter Semester),2026,2026-02-03
GRD000471,J24B03/004,COURSE122,72.83,79.45,75.48,B+,False,Completed,,Jan 2023 (Easter Semester),2023,2023-06-12
GRD000472,J24B03/004,COURSE153,86.76,65.9,78.42,B+,False,Completed,,May 2024 (Trinity Semester),2025,2025-11-29
GRD000473,J24B03/004,COURSE013,70.21,67.83,69.26,C,False,Completed,,September 2025 (Advent),2025,2025-11-01
GRD000474,J24B03/004,COURSE058,39.89,59.45,47.71,F,False,Completed,,May 2025 (Trinity Semester),2025,2025-03-22
GRD000475,J24B03/004,COURSE186,59.52,57.34,58.65,D,False,Completed,,Jan 2024 (Easter Semester),2025,2025-04-19
GRD000476,J24B03/004,COURSE111,64.39,61.71,63.32,C,False,Completed,,May 2023 (Trinity Semester),2023,2023-10-26
GRD000477,J21B03/003,COURSE175,50.21,62.73,55.22,D,False,Completed,,September 2024 (Advent),2024,2024-07-25
GRD000478,J21B03/003,COURSE134,55.41,25.71,43.53,F,False,Completed,,September 2023 (Advent),2023,2023-11-21
GRD000479,J21B03/003,COURSE156,44.04,66.33,52.96,D,False,Completed,,Jan 2024 (Easter Semester),2024,2024-03-28
GRD000480,J21B03/003,COURSE044,81.38,28.59,60.26,C,False,Completed,,Jan 2024 (Easter Semester),2024,2024-08-25
GRD000481,J21B03/003,COURSE178,51.94,71.47,59.75,D,False,Completed,,May 2022 (Trinity Semester),2023,2023-06-15
GRD000482,J21B03/003,COURSE129,78.17,58.7,70.38,B,False,Completed,,May 2024 (Trinity Semester),2024,2024-06-28
GRD000483,J21B03/003,COURSE111,54.76,83.3,66.18,C,False,Completed,,May 2023 (Trinity Semester),2024,2024-03-02
GRD000484,J21B03/003,COURSE145,76.94,77.88,77.32,B+,False,Completed,,May 2025 (Trinity Semester),2025,2025-05-06
GRD000485,J21B03/003,COURSE125,57.98,81.71,67.47,C,False,Completed,,May 2026 (Trinity Semester),2026,2026-01-19
GRD000486,M22B03/003,COURSE122,35.82,81.97,54.28,D,False,Completed,,May 2025 (Trinity Semester),2025,2025-10-14
GRD000487,M22B03/003,COURSE033,64.0,66.93,65.17,C,False,Completed,,May 2024 (Trinity Semester),2024,2024-04-21
GRD000488,M22B03/003,COURSE171,50.82,37.79,45.61,F,False,Completed,,Jan 2024 (Easter Semester),2025,2025-12-28
GRD000489,M22B03/003,COURSE052,66.62,73.27,69.28,C,False,Completed,,September 2023 (Advent),2023,2023-10-27
GRD000490,M22B03/003,COURSE186,75.54,73.92,74.89,B,False,Completed,,September 2024 (Advent),2024,2024-09-29
GRD000491,M22B03/003,COURSE022,70.52,51.14,62.77,C,False,Completed,,May 2024 (Trinity Semester),2024,2024-12-04
GRD000492,M22B03/003,COURSE081,76.51,49.47,65.69,C,False,Completed,,Jan 2023 (Easter Semester),2024,2024-02-02
GRD000493,M22B03/003,COURSE199,81.61,63.74,74.46,B,False,Completed,,September 2024 (Advent),2025,2025-06-14
GRD000494,M23B03/003,COURSE007,64.24,77.99,69.74,C,False,Completed,,May 2023 (Trinity Semester),2023,2023-04-13
GRD000495,M23B03/003,COURSE010,80.02,76.56,78.64,B+,False,Completed,,Jan 2023 (Easter Semester),2023,2023-07-03
GRD000496,M23B03/003,COURSE020,52.69,76.44,62.19,C,False,Completed,,September 2025 (Advent),2025,2025-06-10
GRD000497,M23B03/003,COURSE192,52.78,76.82,62.4,C,False,Completed,,Jan 2022 (Easter Semester),2023,2023-08-05
GRD000498,S21B04/001,COURSE126,43.62,63.59,51.61,D,False,Completed,,September 2024 (Advent),2024,2024-06-03
GRD000499,S21B04/001,COURSE061,52.69,,31.61,MEX,False,MEX,Tuition fee arrears - unable to sit exam,September 2024 (Advent),2025,2025-08-29
GRD000500,S21B04/001,COURSE123,78.05,81.73,79.52,B+,False,Completed,,Jan 2022 (Easter Semester),2023,2023-10-10
GRD000501,S21B04/001,COURSE174,67.98,67.49,67.78,C,False,Completed,,Jan 2025 (Easter Semester),2025,2025-04-14
GRD000502,S21B04/001,COURSE146,75.56,81.82,78.06,B+,False,Completed,,September 2023 (Advent),2024,2024-07-13
GRD000503,S21B04/001,COURSE179,65.56,57.5,62.34,C,False,Completed,,September 2023 (Advent),2024,2024-04-24
GRD000504,S21B04/001,COURSE139,74.71,37.12,59.67,D,False,Completed,,September 2023 (Advent),2023,2023-04-03
GRD000505,S21B04/001,COURSE069,78.64,54.35,68.92,C,False,Completed,,September 2022 (Advent),2023,2023-03-28
GRD000506,J22B04/001,COURSE134,61.4,78.74,68.34,C,False,Completed,,Jan 2023 (Easter Semester),2024,2024-08-17
GRD000507,J22B04/001,COURSE199,58.77,74.71,65.15,C,False,Completed,,Jan 2024 (Easter Semester),2025,2025-09-10
GRD000508,J22B04/001,COURSE148,82.08,66.65,75.91,B+,False,Completed,,Jan 2023 (Easter Semester),2024,2024-11-19
GRD000509,J22B04/001,COURSE099,69.67,63.21,67.09,C,False,Completed,,Jan 2024 (Easter Semester),2025,2025-08-03
GRD000510,J22B04/001,COURSE183,66.73,48.25,59.34,D,False,Completed,,Jan 2023 (Easter Semester),2024,2024-05-01
GRD000511,J22B04/001,COURSE018,60.59,45.68,54.63,D,False,Completed,,September 2024 (Advent),2025,2025-03-07
GRD000512,J22B04/001,COURSE123,51.52,34.96,44.9,F,False,Completed,,May 2022 (Trinity Semester),2023,2023-11-24
GRD000513,J22B04/001,COURSE135,68.96,90.37,77.52,B+,False,Completed,,September 2025 (Advent),2025,2025-10-11
GRD000514,J22B04/001,COURSE186,58.16,79.48,66.69,C,False,Completed,,September 2025 (Advent),2025,2025-06-25
GRD000515,J22B04/001,COURSE195,81.89,47.01,67.94,C,False,Completed,,September 2023 (Advent),2024,2024-04-18
GRD000516,J22B04/002,COURSE046,50.24,79.86,62.09,C,False,Completed,,Jan 2025 (Easter Semester),2025,2025-12-21
GRD000517,J22B04/002,COURSE038,63.61,45.64,56.42,D,False,Completed,,September 2024 (Advent),2024,2024-06-24
GRD000518,J22B04/002,COURSE048,55.45,71.29,61.79,C,False,Completed,,Jan 2023 (Easter Semester),2023,2023-08-02
GRD000519,J22B04/002,COURSE063,53.09,23.38,41.21,F,False,Completed,,September 2026 (Advent),2026,2026-01-26
GRD000520,J22B04/002,COURSE180,60.17,61.39,60.66,C,False,Completed,,Jan 2026 (Easter Semester),2026,2026-01-17
GRD000521,J22B04/003,COURSE160,65.14,83.88,72.64,B,False,Completed,,May 2023 (Trinity Semester),2023,2023-06-02
GRD000522,J22B04/003,COURSE187,65.8,68.64,66.94,C,False,Completed,,Jan 2023 (Easter Semester),2024,2024-11-11
GRD000523,J22B04/003,COURSE182,80.83,65.16,74.56,B,False,Completed,,May 2023 (Trinity Semester),2024,2024-04-06
GRD000524,J22B04/003,COURSE136,97.05,46.04,76.65,B+,False,Completed,,Jan 2025 (Easter Semester),2025,2025-08-18
GRD000525,J22B04/003,COURSE134,50.99,74.21,60.28,C,False,Completed,,May 2024 (Trinity Semester),2025,2025-03-08
GRD000526,J22B04/003,COURSE200,83.81,61.99,75.08,B+,False,Completed,,September 2022 (Advent),2023,2023-10-12
GRD000527,J22B04/003,COURSE053,49.84,91.41,66.47,C,False,Completed,,May 2025 (Trinity Semester),2025,2025-09-13
GRD000528,J22B04/003,COURSE043,53.11,70.09,59.9,D,False,Completed,,May 2024 (Trinity Semester),2025,2025-06-19
GRD000529,J22B04/003,COURSE016,84.71,58.38,74.18,B,False,Completed,,May 2023 (Trinity Semester),2023,2023-03-31
GRD000530,J21B04/001,COURSE185,55.67,56.69,56.08,D,False,Completed,,September 2024 (Advent),2024,2024-03-27
GRD000531,J21B04/001,COURSE108,78.52,80.9,79.47,B+,False,Completed,,Jan 2023 (Easter Semester),2023,2023-08-18
GRD000532,J21B04/001,COURSE021,65.51,93.25,76.61,B+,False,Completed,,Jan 2024 (Easter Semester),2025,2025-08-18
GRD000533,J23B04/001,COURSE037,65.48,84.38,73.04,B,False,Completed,,Jan 2025 (Easter Semester),2025,2025-12-23
GRD000534,J23B04/001,COURSE113,58.52,100.0,75.11,B+,False,Completed,,Jan 2023 (Easter Semester),2023,2023-09-29
GRD000535,J23B04/001,COURSE131,88.55,63.08,78.36,B+,False,Completed,,May 2023 (Trinity Semester),2024,2024-01-24
GRD000536,J23B04/001,COURSE090,86.52,85.76,86.22,A,False,Completed,,May 2024 (Trinity Semester),2024,2024-06-21
GRD000537,J23B04/001,COURSE123,88.3,27.77,64.09,C,False,Completed,,September 2023 (Advent),2024,2024-03-10
GRD000538,J23B04/001,COURSE051,75.79,73.13,74.73,B,False,Completed,,September 2024 (Advent),2024,2024-09-26
GRD000539,J23B04/001,COURSE006,72.07,68.28,70.55,B,False,Completed,,September 2025 (Advent),2025,2025-05-14
GRD000540,J23B04/001,COURSE035,68.72,84.25,74.93,B,False,Completed,,Jan 2023 (Easter Semester),2024,2024-10-22
GRD000541,J23B04/001,COURSE182,73.09,68.25,71.15,B,False,Completed,,May 2025 (Trinity Semester),2026,2026-01-22
GRD000542,J23B04/001,COURSE184,82.09,71.27,77.76,B+,False,Completed,,May 2024 (Trinity Semester),2024,2024-06-14
GRD000543,S23B04/001,COURSE160,72.7,93.01,80.82,A,False,Completed,,September 2024 (Advent),2025,2025-12-23
GRD000544,S23B04/001,COURSE040,58.48,42.26,51.99,D,False,Completed,,September 2023 (Advent),2023,2023-12-18
GRD000545,S23B04/001,COURSE032,66.09,68.22,66.94,C,False,Completed,,September 2023 (Advent),2024,2024-04-27
GRD000546,M21B04/001,COURSE041,75.82,66.61,72.14,B,False,Completed,,September 2024 (Advent),2024,2024-07-25
GRD000547,M21B04/001,COURSE125,76.33,100.0,85.8,A,False,Completed,,May 2025 (Trinity Semester),2026,2026-02-12
GRD000548,M21B04/001,COURSE068,77.02,79.66,78.08,B+,False,Completed,,September 2025 (Advent),2026,2026-01-26
GRD000549,M21B04/001,COURSE003,63.06,44.22,55.52,D,False,Completed,,May 2023 (Trinity Semester),2024,2024-05-11
GRD000550,M21B04/001,COURSE050,30.53,57.22,41.21,FCW,True,FCW,,September 2024 (Advent),2025,2025-04-07
GRD000551,M21B04/001,COURSE030,26.29,72.7,44.85,FCW,True,FCW,,May 2023 (Trinity Semester),2023,2023-03-26
GRD000552,S23B04/002,COURSE195,59.26,45.3,53.68,D,False,Completed,,September 2024 (Advent),2025,2025-06-28
GRD000553,S23B04/002,COURSE193,66.96,53.92,61.74,C,False,Completed,,September 2024 (Advent),2024,2024-04-06
GRD000554,S23B04/002,COURSE093,71.76,75.61,73.3,B,False,Completed,,May 2023 (Trinity Semester),2023,2023-10-01
GRD000555,S23B04/002,COURSE162,54.47,61.44,57.26,D,False,Completed,,May 2025 (Trinity Semester),2026,2026-01-27
GRD000556,S21B04/002,COURSE022,68.22,43.89,58.49,D,False,Completed,,May 2023 (Trinity Semester),2024,2024-10-26
GRD000557,S21B04/002,COURSE096,68.22,43.53,58.34,D,False,Completed,,Jan 2022 (Easter Semester),2023,2023-06-15
GRD000558,S21B04/002,COURSE016,73.49,58.47,67.48,C,False,Completed,,September 2024 (Advent),2025,2025-05-15
GRD000559,S21B04/002,COURSE037,43.45,56.3,48.59,F,False,Completed,,Jan 2024 (Easter Semester),2024,2024-03-27
GRD000560,S21B04/002,COURSE025,56.93,81.03,66.57,C,False,Completed,,May 2023 (Trinity Semester),2023,2023-05-01
GRD000561,S21B04/002,COURSE131,67.6,50.66,60.82,C,False,Completed,,May 2024 (Trinity Semester),2025,2025-01-19
GRD000562,S21B04/002,COURSE103,89.74,74.4,83.6,A,False,Completed,,May 2024 (Trinity Semester),2024,2024-04-03
GRD000563,S21B04/002,COURSE067,59.96,41.69,52.65,D,False,Completed,,May 2023 (Trinity Semester),2024,2024-06-11
GRD000564,J21B05/001,COURSE023,58.63,61.69,59.85,D,False,Completed,,Jan 2025 (Easter Semester),2025,2025-09-12
GRD000565,J21B05/001,COURSE142,70.54,74.11,71.97,B,False,Completed,,Jan 2024 (Easter Semester),2025,2025-02-19
GRD000566,J21B05/001,COURSE168,77.1,12.11,51.1,FEX,False,FEX,Incomplete coursework,May 2023 (Trinity Semester),2024,2024-11-16
GRD000567,J21B05/001,COURSE157,68.13,62.61,65.92,C,False,Completed,,September 2023 (Advent),2023,2023-10-18
GRD000568,J21B05/001,COURSE007,100.0,65.97,86.39,A,False,Completed,,September 2024 (Advent),2024,2024-11-28
GRD000569,J21B05/001,COURSE141,55.66,66.66,60.06,C,False,Completed,,September 2024 (Advent),2024,2024-06-26
GRD000570,J21B05/001,COURSE090,64.87,35.16,52.99,D,False,Completed,,Jan 2023 (Easter Semester),2023,2023-06-01
GRD000571,J21B05/001,COURSE078,71.12,60.34,66.81,C,False,Completed,,September 2023 (Advent),2023,2023-08-18
GRD000572,J21B05/001,COURSE003,64.6,51.9,59.52,D,False,Completed,,September 2024 (Advent),2024,2024-05-07
GRD000573,M24B05/001,COURSE047,48.59,78.18,60.43,C,False,Completed,,May 2024 (Trinity Semester),2024,2024-02-10
GRD000574,M24B05/001,COURSE003,81.63,71.27,77.49,B+,False,Completed,,May 2022 (Trinity Semester),2023,2023-02-23
GRD000575,M24B05/001,COURSE197,37.84,72.25,51.6,D,False,Completed,,May 2025 (Trinity Semester),2025,2025-03-08
GRD000576,M24B05/001,COURSE181,38.06,55.08,44.87,F,False,Completed,,September 2023 (Advent),2024,2024-10-14
GRD000577,M24B05/001,COURSE193,77.98,,46.79,MEX,False,MEX,Tuition fee arrears - unable to sit exam,Jan 2024 (Easter Semester),2024,2024-08-12
GRD000578,M24B05/001,COURSE179,74.86,71.85,73.66,B,False,Completed,,Jan 2024 (Easter Semester),2025,2025-06-17
GRD000579,M24B05/001,COURSE084,84.69,73.4,80.17,A,False,Completed,,May 2024 (Trinity Semester),2025,2025-12-13
GRD000580,M24B05/001,COURSE106,34.71,59.46,44.61,FCW,True,FCW,,Jan 2023 (Easter Semester),2024,2024-05-04
GRD000581,M24B05/001,COURSE005,64.38,62.62,63.68,C,False,Completed,,May 2024 (Trinity Semester),2024,2024-06-04
GRD000582,M24B05/001,COURSE001,55.74,49.55,53.26,D,False,Completed,,May 2023 (Trinity Semester),2023,2023-03-10
GRD000583,J22B05/001,COURSE115,100.0,59.17,83.67,A,False,Completed,,Jan 2022 (Easter Semester),2023,2023-09-27
GRD000584,J22B05/001,COURSE023,100.0,47.88,79.15,B+,False,Completed,,May 2023 (Trinity Semester),2023,2023-03-04
GRD000585,J22B05/001,COURSE011,74.86,68.44,72.29,B,False,Completed,,Jan 2024 (Easter Semester),2025,2025-03-31
GRD000586,S21B05/001,COURSE181,51.17,57.99,53.9,D,False,Completed,,May 2023 (Trinity Semester),2024,2024-02-28
GRD000587,S21B05/001,COURSE060,64.77,52.34,59.8,D,False,Completed,,Jan 2022 (Easter Semester),2023,2023-03-24
GRD000588,S21B05/001,COURSE162,61.16,29.53,48.51,F,False,Completed,,May 2023 (Trinity Semester),2024,2024-01-11
GRD000589,S21B05/001,COURSE002,75.67,83.41,78.77,B+,False,Completed,,Jan 2024 (Easter Semester),2025,2025-11-21
GRD000590,S22B05/001,COURSE182,71.82,98.96,82.68,A,False,Completed,,Jan 2025 (Easter Semester),2025,2025-10-02
GRD000591,S22B05/001,COURSE079,75.23,82.14,77.99,B+,False,Completed,,Jan 2024 (Easter Semester),2024,2024-02-21
GRD000592,S22B05/001,COURSE058,83.58,23.73,59.64,D,False,Completed,,Jan 2024 (Easter Semester),2024,2024-11-03
GRD000593,S22B05/001,COURSE051,71.36,44.26,60.52,C,False,Completed,,Jan 2023 (Easter Semester),2024,2024-06-01
GRD000594,S22B05/001,COURSE177,47.29,,28.37,MEX,False,MEX,Financial constraints - pending fees,May 2024 (Trinity Semester),2025,2025-04-02
GRD000595,S22B05/001,COURSE127,49.9,60.31,54.06,D,False,Completed,,May 2024 (Trinity Semester),2024,2024-11-28
GRD000596,S22B05/001,COURSE185,74.76,71.51,73.46,B,False,Completed,,Jan 2022 (Easter Semester),2023,2023-05-01
GRD000597,S22B05/001,COURSE067,64.81,75.84,69.22,C,False,Completed,,September 2024 (Advent),2024,2024-12-03
GRD000598,M21B05/001,COURSE102,76.75,71.64,74.71,B,False,Completed,,May 2023 (Trinity Semester),2024,2024-02-17
GRD000599,M21B05/001,COURSE057,39.13,53.91,45.04,F,False,Completed,,May 2023 (Trinity Semester),2023,2023-06-01
GRD000600,M21B05/001,COURSE131,65.39,76.0,69.63,C,False,Completed,,Jan 2023 (Easter Semester),2024,2024-11-17
GRD000601,M21B05/001,COURSE043,45.07,64.83,52.97,D,False,Completed,,September 2023 (Advent),2024,2024-09-29
GRD000602,M21B05/002,COURSE159,41.52,80.39,57.07,D,False,Completed,,May 2024 (Trinity Semester),2024,2024-01-13
GRD000603,M21B05/002,COURSE163,68.64,44.81,59.11,D,False,Completed,,September 2023 (Advent),2023,2023-03-12
GRD000604,M21B05/002,COURSE125,44.71,70.81,55.15,D,False,Completed,,September 2023 (Advent),2023,2023-04-27
GRD000605,M21B05/002,COURSE037,85.62,48.55,70.79,B,False,Completed,,Jan 2025 (Easter Semester),2025,2025-09-21
GRD000606,M21B05/002,COURSE072,76.8,56.87,68.83,C,False,Completed,,September 2024 (Advent),2024,2024-09-09
GRD000607,M21B05/002,COURSE177,77.35,75.25,76.51,B+,False,Completed,,September 2023 (Advent),2023,2023-05-29
GRD000608,M23B05/001,COURSE179,67.33,37.48,55.39,D,False,Completed,,September 2022 (Advent),2023,2023-03-06
GRD000609,M23B05/001,COURSE014,75.22,72.53,74.14,B,False,Completed,,May 2023 (Trinity Semester),2023,2023-07-25
GRD000610,M23B05/001,COURSE118,71.16,,42.7,MEX,False,MEX,Tuition fee arrears - unable to sit exam,Jan 2022 (Easter Semester),2023,2023-02-27
GRD000611,M23B05/001,COURSE150,67.94,51.82,61.49,C,False,Completed,,Jan 2023 (Easter Semester),2023,2023-03-10
GRD000612,M23B05/001,COURSE049,81.24,78.47,80.13,A,False,Completed,,Jan 2024 (Easter Semester),2024,2024-01-30
GRD000613,M23B05/001,COURSE149,48.87,35.51,43.53,FEX,False,FEX,Academic probation,September 2023 (Advent),2023,2023-07-27
GRD000614,M23B05/001,COURSE021,66.98,66.94,66.96,C,False,Completed,,Jan 2024 (Easter Semester),2024,2024-05-19
GRD000615,M23B05/001,COURSE002,62.35,63.83,62.94,C,False,Completed,,September 2025 (Advent),2025,2025-06-12
GRD000616,M23B05/001,COURSE090,85.56,80.5,83.54,A,False,Completed,,September 2025 (Advent),2025,2025-02-20
GRD000617,J24B05/001,COURSE188,80.18,67.77,75.22,B+,False,Completed,,Jan 2023 (Easter Semester),2023,2023-07-18
GRD000618,J24B05/001,COURSE170,78.34,18.33,54.34,FEX,False,FEX,Incomplete coursework,September 2022 (Advent),2023,2023-03-08
GRD000619,J24B05/001,COURSE017,73.75,62.7,69.33,C,False,Completed,,September 2022 (Advent),2023,2023-09-03
GRD000620,J24B05/001,COURSE199,34.1,41.21,36.94,FCW,True,FCW,,Jan 2025 (Easter Semester),2025,2025-08-30
GRD000621,J24B05/001,COURSE094,55.06,71.23,61.53,C,False,Completed,,Jan 2025 (Easter Semester),2025,2025-12-02
GRD000622,J24B05/001,COURSE165,55.07,56.13,55.49,D,False,Completed,,Jan 2025 (Easter Semester),2025,2025-01-09
GRD000623,J24B05/001,COURSE052,76.45,56.67,68.54,C,False,Completed,,May 2025 (Trinity Semester),2025,2025-11-04
GRD000624,J24B05/001,COURSE161,84.96,82.48,83.97,A,False,Completed,,September 2023 (Advent),2024,2024-03-23
GRD000625,S22B05/002,COURSE181,65.33,76.3,69.72,C,False,Completed,,September 2024 (Advent),2025,2025-05-22
GRD000626,S22B05/002,COURSE021,74.26,61.32,69.08,C,False,Completed,,September 2023 (Advent),2023,2023-06-23
GRD000627,S22B05/002,COURSE082,77.92,80.13,78.8,B+,False,Completed,,Jan 2024 (Easter Semester),2025,2025-08-03
GRD000628,M24B05/002,COURSE014,50.71,67.3,57.35,D,False,Completed,,May 2024 (Trinity Semester),2025,2025-03-03
GRD000629,M24B05/002,COURSE187,67.14,77.74,71.38,B,False,Completed,,May 2023 (Trinity Semester),2023,2023-12-08
GRD000630,M24B05/002,COURSE107,58.34,56.03,57.42,D,False,Completed,,September 2025 (Advent),2025,2025-06-01
GRD000631,J23B05/001,COURSE115,67.53,82.72,73.61,B,False,Completed,,May 2023 (Trinity Semester),2024,2024-06-03
GRD000632,J23B05/001,COURSE169,47.01,49.63,48.06,F,False,Completed,,September 2022 (Advent),2023,2023-05-18
GRD000633,J23B05/001,COURSE117,57.19,59.86,58.26,D,False,Completed,,May 2023 (Trinity Semester),2023,2023-04-23
GRD000634,J23B05/001,COURSE151,38.52,87.47,58.1,D,False,Completed,,Jan 2023 (Easter Semester),2023,2023-10-05
GRD000635,J23B05/001,COURSE149,63.05,60.8,62.15,C,False,Completed,,May 2025 (Trinity Semester),2025,2025-11-26
GRD000636,J23B05/001,COURSE055,89.34,75.77,83.91,A,False,Completed,,September 2023 (Advent),2023,2023-04-22
GRD000637,J23B05/001,COURSE174,56.97,67.47,61.17,C,False,Completed,,September 2023 (Advent),2024,2024-01-26
GRD000638,J23B05/001,COURSE048,64.37,86.73,73.31,B,False,Completed,,September 2023 (Advent),2024,2024-02-16
GRD000639,M24B05/003,COURSE197,62.49,43.37,54.84,D,False,Completed,,May 2024 (Trinity Semester),2025,2025-02-08
GRD000640,M24B05/003,COURSE136,36.84,,22.1,MEX,False,MEX,Financial constraints - pending fees,September 2025 (Advent),2025,2025-09-28
GRD000641,M24B05/003,COURSE159,87.13,53.17,73.55,B,False,Completed,,September 2022 (Advent),2023,2023-11-16
GRD000642,M24B05/003,COURSE167,75.05,66.08,71.46,B,False,Completed,,Jan 2024 (Easter Semester),2025,2025-07-28
GRD000643,M24B05/003,COURSE145,58.75,61.1,59.69,D,False,Completed,,Jan 2024 (Easter Semester),2025,2025-03-13
GRD000644,M24B05/003,COURSE148,88.75,13.42,58.62,FEX,False,FEX,Academic probation,Jan 2025 (Easter Semester),2025,2025-12-18
GRD000645,M22B05/001,COURSE115,59.2,78.6,66.96,C,False,Completed,,May 2025 (Trinity Semester),2025,2025-06-25
GRD000646,M22B05/001,COURSE104,45.75,84.76,61.35,C,False,Completed,,May 2022 (Trinity Semester),2023,2023-04-04
GRD000647,M22B05/001,COURSE072,78.38,69.08,74.66,B,False,Completed,,May 2023 (Trinity Semester),2023,2023-05-13
GRD000648,M22B05/001,COURSE044,57.45,43.83,52.0,D,False,Completed,,Jan 2024 (Easter Semester),2025,2025-07-02
GRD000649,M22B05/001,COURSE190,75.61,100.0,85.37,A,False,Completed,,September 2024 (Advent),2025,2025-05-27
GRD000650,M22B05/001,COURSE074,67.19,37.61,55.36,D,False,Completed,,Jan 2023 (Easter Semester),2024,2024-10-05
GRD000651,M22B05/001,COURSE159,71.86,77.9,74.28,B,False,Completed,,Jan 2025 (Easter Semester),2026,2026-02-15
GRD000652,S21B05/002,COURSE094,51.23,55.32,52.87,D,False,Completed,,Jan 2023 (Easter Semester),2024,2024-01-03
GRD000653,S21B05/002,COURSE022,53.79,57.03,55.09,D,False,Completed,,September 2023 (Advent),2023,2023-04-22
GRD000654,S21B05/002,COURSE041,62.42,52.09,58.29,D,False,Completed,,May 2023 (Trinity Semester),2024,2024-09-23
